epoch,Data_selection_execution_time
1,0.008032798767089844
21,3.9011590480804443
41,3.9092466831207275
61,3.916642189025879
81,3.9057700634002686
101,4.661664247512817
121,3.9098596572875977
141,3.906829357147217
