epoch,SPD_gender,EOD_gender,AOD_gender,DI_gender,DcI_gender,SPD_age,EOD_age,AOD_age,DI_age,DcI_age,Accuracy,F1_score,Precision,Recall
1,0.38494579668643897,0.573009791400596,0.3920167067239201,0.0,0.6362562042070433,0.28699465543399305,0.11749919909312695,0.1893713947009103,2.208212067938168,0.09869027301991351,0.6851246424192889,0.6359555870540987,0.7151965993623804,0.5725223309230115
2,0.3818776845980773,0.5789697743720732,0.3892880367923358,0.0,0.6451612903225806,0.2981856081563996,0.12056071695540382,0.19562351989306329,2.303606312581183,0.09126186949991533,0.6939109113199836,0.6448553816974869,0.7284413497589716,0.578477243726074
3,0.3824913070157496,0.5908897403150277,0.3903267599212934,0.0,0.6579758236548945,0.28793279111742254,0.0919219300623475,0.17629692034398806,2.2273135221380134,0.06662782865153205,0.7047404985696771,0.6576640606491353,0.7422459893048128,0.5903870693321991
4,0.3826958478216404,0.5913154533844189,0.390539616455989,0.0,0.6582938388625592,0.2883316742446662,0.09255444113129119,0.1766131758784599,2.2290137614678898,0.06708472425877976,0.704944830404577,0.6579819990525817,0.7423837520042758,0.5908124202467036
5,0.38146860298629576,0.5913154533844189,0.3893585140937843,0.0,0.6592311343141908,0.2883918325713557,0.09448565349893623,0.17603738403831728,2.2358910311451097,0.0686057318472506,0.7061708214139762,0.6589184060721063,0.7447721179624665,0.5908124202467036
6,0.3810595213745142,0.6045125585355471,0.38946100367722236,0.0,0.6742640075973411,0.3031326278878294,0.09091894822445112,0.18275977023695858,2.3449397449223954,0.050463977303101815,0.7192480588475685,0.6739439962031325,0.7622114868491681,0.603998298596342
7,0.381264062180405,0.611749680715198,0.3899299584678352,0.0,0.6821742226441966,0.3084384251953767,0.09780921166120415,0.18435896428712037,2.383914513047677,0.05308793727783134,0.7259910093992644,0.6818505338078291,0.7709227467811158,0.6112292641429179
8,0.3929228881161792,0.6360153256704981,0.4020627809454853,0.0,0.6997658079625293,0.31563620187730745,0.09716930760574027,0.18403901225938843,2.3673749798205677,0.05036386644232793,0.7376379239885574,0.6994382022471911,0.7777199375325351,0.6354742662696725
9,0.4029453876048272,0.6585781183482333,0.41255677570954974,0.0,0.7163695299837926,0.31800727548118723,0.0862745098039216,0.17813012894142538,2.3270688226811083,0.03990776968836496,0.7492848385778504,0.7160379541772738,0.7852791878172589,0.6580178647384092
10,0.4088770709756596,0.6726266496381439,0.41879363977970185,0.0,0.7267709291628335,0.32548579102100206,0.09362888850554885,0.18134583387518532,2.346507076546156,0.04356445336400783,0.7568451164691459,0.7264367816091954,0.7903951975987994,0.6720544449170566
11,0.4101043158110043,0.6747552149851,0.42005477284688075,0.0,0.728066146072577,0.32787908978446434,0.09679144385026739,0.18346706835100032,2.356407950286857,0.04541238940935177,0.7576624438087454,0.7277318640955005,0.7905236907730673,0.6741811994895789
12,0.4101043158110043,0.6747552149851,0.42005477284688075,0.0,0.728066146072577,0.32787908978446434,0.09679144385026739,0.18346706835100032,2.356407950286857,0.04541238940935177,0.7576624438087454,0.7277318640955005,0.7905236907730673,0.6741811994895789
13,0.41214972386991205,0.6777352064708386,0.4221353197708524,0.0,0.7296058661778185,0.32859664493669927,0.09735659659758322,0.1836711723382562,2.350017541245957,0.04635396911322964,0.7584797711483449,0.7292716445258818,0.7900744416873449,0.6771586558911101
14,0.4172632440171814,0.6909323116219668,0.42755276998421177,0.0,0.7395762132604237,0.3352974469975898,0.10151474079367817,0.18590718920910776,2.3681282153559775,0.04661211829509615,0.7660400490396404,0.7392393532225006,0.7955882352941176,0.6903445342407486
15,0.4246267130292493,0.7054065559812687,0.43518359295126424,0.0,0.7489265536723164,0.34066123024780726,0.10563920582895914,0.18735099253689047,2.3643596587273756,0.049307803314068366,0.7725786677564365,0.7485882087192229,0.7981695568400771,0.7048064653339005
16,0.43321742687666187,0.7220093656875266,0.4440755489854956,0.0,0.759346317438997,0.34351139808118336,0.10133895200308862,0.18512239323755317,2.3376210558234662,0.045764957222902525,0.779934613812832,0.7590064891474603,0.8007554296506137,0.7213951509995746
17,0.43853548782982205,0.7381864623243933,0.4498018925795195,0.0,0.7718673492098821,0.3489754452092164,0.11378709841707935,0.18486698480307986,2.3457259898455565,0.05589451105341059,0.7901512055578259,0.771523915461624,0.808768656716418,0.7375584857507443
18,0.4381264062180405,0.7403150276713495,0.4494882224970921,0.0,0.7744377644177243,0.3457242218645772,0.11115601665886299,0.1797717462997816,2.326758388409559,0.05572544266402757,0.7926031875766244,0.7740930336078344,0.8118580765639589,0.7396852403232667
19,0.4381264062180405,0.7403150276713495,0.4494882224970921,0.0,0.7744377644177243,0.3457242218645772,0.11115601665886299,0.1797717462997816,2.326758388409559,0.05572544266402757,0.7926031875766244,0.7740930336078344,0.8118580765639589,0.7396852403232667
20,0.43710370218858663,0.741166453810132,0.4485359828105778,0.0,0.7761925991975034,0.3437298062283587,0.11242103879675036,0.17662455974453523,2.31910457792137,0.05829546467076541,0.7944421740907234,0.7758467023172905,0.8146934955545156,0.7405359421522756
21,0.4375127838003682,0.7420178799489144,0.44896169587996904,0.0,0.7767379679144385,0.34289193442274496,0.11175484856699269,0.1754422932312718,2.3116715504280325,0.058562165649016173,0.7948508377605231,0.7763919821826281,0.814866760168303,0.7413866439812845
22,0.4373082429944774,0.7445721583652618,0.4488608823322372,0.0,0.779585469133051,0.3384039561452482,0.10782506551007509,0.16884853268023833,2.2842134234001708,0.058311646552900775,0.7975071516142215,0.7792381376698597,0.8180542563143124,0.7439387494683114
23,0.435876457353242,0.7462750106428268,0.447546954140311,0.0,0.7825892857142858,0.3282514029840869,0.09876783557997981,0.15583287868202392,2.228113007716325,0.05736251996214581,0.8005721291377197,0.7822400713966978,0.8226184889723135,0.7456401531263293
24,0.4379218654121497,0.7530864197530864,0.4497715563332361,0.0,0.7879732739420935,0.3093413014151077,0.066401340594889,0.13131486197843656,2.108705234951745,0.041994195627761854,0.8050674295055169,0.7876224398931433,0.8262494161606726,0.7524457677584007
25,0.43117201881775413,0.7445721583652618,0.4429553705212136,0.0,0.7848328472066411,0.2912712440357614,0.04602626974543489,0.11240954531201588,2.034619731418694,0.03404976975134444,0.8036371066612178,0.7844808252971519,0.829696394686907,0.7439387494683114
26,0.42953569237062794,0.7441464452958706,0.44136456123061246,0.0,0.7857945605754102,0.2872623599877611,0.04346254630884605,0.1073479859695314,2.018863675023456,0.034241790890726986,0.804863097670617,0.7854414738261065,0.8323809523809523,0.7435133985538069
27,0.42953569237062794,0.7441464452958706,0.44136456123061246,0.0,0.7857945605754102,0.2872623599877611,0.04346254630884605,0.1073479859695314,2.018863675023456,0.034241790890726986,0.804863097670617,0.7854414738261065,0.8323809523809523,0.7435133985538069
28,0.43014931478830026,0.744997871434653,0.4419871246937045,0.0,0.7861635220125786,0.28682337130939106,0.042796356079088604,0.1067056762597238,2.014292425652617,0.03431274803041873,0.8050674295055169,0.7858105074090704,0.8321445553970518,0.7443641003828159
29,0.43342196768255264,0.7501064282673479,0.44532880468485503,0.0,0.7887197851387646,0.2874807681349365,0.04266163943583301,0.10625063095676507,2.0061826884722778,0.035404651977939405,0.806702084184716,0.7883668903803132,0.831524303916942,0.7494683113568694
30,0.43771732460625895,0.75776926351639,0.44975077349047843,0.0,0.7930496769881933,0.2754118380557898,0.025078653162144637,0.09058729424644202,1.9298558096735081,0.03108490775837791,0.8097670617082141,0.7926965041193498,0.8317757009345794,0.7571246278179498
31,0.43546737574146044,0.7556406981694338,0.44750538845479565,0.0,0.7927646270656542,0.2677528475359066,0.014191248346846042,0.08190385101805837,1.8989114586050762,0.025781720172760814,0.809971393543114,0.7924107142857142,0.8337247534053547,0.7549978732454274
32,0.4305583964000818,0.7492550021285653,0.4425408868910543,0.0,0.7903008531656939,0.254908376361855,0.0008411575774004421,0.06867085160546486,1.8510018103157313,0.021280458574298944,0.8087454025337147,0.7899461400359066,0.836104513064133,0.7486176095278605
33,0.43096747801186336,0.7496807151979565,0.4429505938194507,0.0,0.7903949730700179,0.25570614261634245,0.0014736686463441284,0.06952706394339243,1.8536651222730203,0.0214169953826866,0.8087454025337147,0.7900403768506056,0.8357854769814903,0.749042960442365
34,0.43096747801186336,0.7496807151979565,0.4429505938194507,0.0,0.7903949730700179,0.25570614261634245,0.0014736686463441284,0.06952706394339243,1.8536651222730203,0.0214169953826866,0.8087454025337147,0.7900403768506056,0.8357854769814903,0.749042960442365
35,0.43117201881775413,0.7501064282673479,0.4431634503541464,0.0,0.7906663675117792,0.25528720671353555,0.0001749673476428848,0.06887771329404181,1.8510762045044824,0.020593144491541038,0.8089497343686146,0.7903117290872392,0.8358633776091081,0.7494683113568694
36,0.43117201881775413,0.7501064282673479,0.4431634503541464,0.0,0.7906663675117792,0.25528720671353555,0.0001749673476428848,0.06887771329404181,1.8510762045044824,0.020593144491541038,0.8089497343686146,0.7903117290872392,0.8358633776091081,0.7494683113568694
37,0.4297402331765187,0.7505321413367391,0.44180150373923566,0.0,0.7923595505617977,0.2508593867627284,-0.0011237339510584698,0.06418327076971922,1.8339851757696835,0.022713421270297407,0.8107887208827135,0.7920035938903863,0.8391242265587815,0.7498936622713739
38,0.43035385559419104,0.7518092805449127,0.44244007334332247,0.0,0.7931731417022231,0.24960257905430777,-0.0030886254795173818,0.06431654513556406,1.8263541694904752,0.022268564151440295,0.8114017163874132,0.7928170594837262,0.8393536121673004,0.7511697150148873
39,0.43096747801186336,0.7526607066836952,0.44306263680641456,0.0,0.793536804308797,0.2516170474660895,0.000107609026015143,0.06336599371226867,1.834180405974383,0.024031729951699554,0.8116060482223131,0.7931807985643786,0.8391077361177028,0.7520204168438962
40,0.43096747801186336,0.7526607066836952,0.44306263680641456,0.0,0.793536804308797,0.2516170474660895,0.000107609026015143,0.06336599371226867,1.834180405974383,0.024031729951699554,0.8116060482223131,0.7931807985643786,0.8391077361177028,0.7520204168438962
41,0.4307629372059726,0.7526607066836952,0.44286578641271374,0.0,0.7937149270482603,0.2520359833688963,0.000107609026015143,0.06367520830719756,1.8367314218380466,0.023509781524531204,0.811810380057213,0.7933587614987659,0.8395061728395061,0.7520204168438962
42,0.4307629372059726,0.7526607066836952,0.44286578641271374,0.0,0.7937149270482603,0.2520359833688963,0.000107609026015143,0.06367520830719756,1.8367314218380466,0.023509781524531204,0.811810380057213,0.7933587614987659,0.8395061728395061,0.7520204168438962
43,0.43117201881775413,0.7530864197530864,0.44327549334111016,0.0,0.7938074938299305,0.25201593059333327,0.0007401200949588294,0.06368224924674051,1.8355028143420646,0.024435497907911996,0.811810380057213,0.793451446512671,0.8391840607210627,0.7524457677584007
44,0.43117201881775413,0.7535121328224776,0.44329149948210494,0.0,0.7942562261610948,0.25201593059333327,0.0013726311639025157,0.06345854797775663,1.8355028143420646,0.025109125391913234,0.8122190437270127,0.793899977573447,0.8396584440227703,0.7528711186729051
45,0.232194722847208,0.25308641975308643,0.1942597453096141,2.16097361423604,0.12625130733602274,0.2503201342065426,-0.0005585812037425253,0.06289457822487254,1.8241574625531272,0.025427068905329753,0.8109930527176133,0.7928331466965286,0.8372753074739829,0.7528711186729051
46,0.2328083452648803,0.25393784589186885,0.19488230877270607,2.1640417263244016,0.12661440836132887,0.25069896455822316,0.0007064409341448474,0.06265929349514482,1.8242678077141579,0.026752362513584815,0.8111973845525133,0.79319606087735,0.8370335380255078,0.753721820501914
47,0.23199018204131722,0.2526607066836952,0.1940468887749185,2.159950910206586,0.12598072181125308,0.24910343204924823,-0.0011910922726862117,0.062361662360959795,1.8190218902225281,0.02581186848667416,0.8107887208827135,0.792562724014337,0.83719829626124,0.7524457677584007
48,0.23178564123542644,0.2526607066836952,0.19385003838121767,2.158928206177132,0.12615844544095678,0.24870454892200455,-0.0011910922726862117,0.06182170555750407,1.817710410849621,0.02608190992179571,0.8109930527176133,0.7927403092090523,0.837594696969697,0.7524457677584007
49,0.23178564123542644,0.2526607066836952,0.19385003838121767,2.158928206177132,0.12615844544095678,0.24870454892200455,-0.0011910922726862117,0.06182170555750407,1.817710410849621,0.02608190992179571,0.8109930527176133,0.7927403092090523,0.837594696969697,0.7524457677584007
50,0.23158110042953567,0.2526607066836952,0.1936531879875169,2.157905502147678,0.12633624878522842,0.24830566579476088,-0.0011910922726862117,0.06128174875404834,1.8163989314767137,0.026352133448242165,0.8111973845525133,0.7929179740026894,0.8379914732354334,0.7524457677584007
51,0.23260380445898954,0.25308641975308643,0.19465344609701565,2.1630190222949475,0.1258960573476703,0.2470288053107771,-0.0005585812037425253,0.05972863483986098,1.8077503538038697,0.028823727671048238,0.8105843890478136,0.7924781732706513,0.8364839319470699,0.7528711186729051
52,0.23301288607077109,0.25308641975308643,0.19504714688441724,2.1650644303538553,0.12554112554112562,0.24537311447511279,-0.0024897935713874553,0.06007581183382568,1.799052693386213,0.02863277715192236,0.8101757253780139,0.7921235175654509,0.8356940509915014,0.7528711186729051
