epoch,accuracy,Model_training_time,Full_training_time
21,98.56249168108612,0.1112387180328369,108.08730602264404
22,98.57580194329827,0.1170439720153808,108.08730602264404
23,98.62904299214696,0.3367140293121338,108.08730602264404
24,98.65566351657128,0.120194673538208,108.08730602264404
25,98.6822840409956,0.1199820041656494,108.08730602264404
26,98.70890456541994,0.117276906967163,108.08730602264404
27,98.74883535205645,0.1180019378662109,108.08730602264404
28,98.74883535205645,0.1147937774658203,108.08730602264404
29,98.74883535205645,0.1161468029022216,108.08730602264404
30,98.7621456142686,0.1183168888092041,108.08730602264404
31,98.8020764009051,0.1163990497589111,108.08730602264404
32,98.81538666311728,0.1203200817108154,108.08730602264404
33,98.81538666311728,0.3507108688354492,108.08730602264404
34,98.85531744975376,0.1178951263427734,108.08730602264404
35,98.86862771196591,0.1190330982208252,108.08730602264404
36,98.88193797417809,0.1178340911865234,108.08730602264404
37,98.88193797417809,0.1155111789703369,108.08730602264404
38,98.88193797417809,0.1170990467071533,108.08730602264404
39,98.89524823639026,0.1176378726959228,108.08730602264404
40,98.9218687608146,0.1192562580108642,108.08730602264404
41,98.93517902302676,0.1108100414276123,108.08730602264404
42,98.93517902302676,0.1193349361419677,108.08730602264404
43,98.94848928523892,0.1135571002960205,108.08730602264404
44,98.94848928523892,0.1167869567871093,108.08730602264404
45,98.94848928523892,0.113440990447998,108.08730602264404
46,98.96179954745108,0.1200678348541259,108.08730602264404
47,98.9884200718754,0.36952805519104,108.08730602264404
48,98.9884200718754,0.1142668724060058,108.08730602264404
49,99.00173033408758,0.1106238365173339,108.08730602264404
50,99.01504059629974,0.1109840869903564,108.08730602264404
51,99.01504059629974,0.1180942058563232,108.08730602264404
52,99.01504059629974,0.1165277957916259,108.08730602264404
53,99.01504059629974,0.1170186996459961,108.08730602264404
54,99.02835085851191,0.1196391582489013,108.08730602264404
55,99.02835085851191,0.1199390888214111,108.08730602264404
56,99.02835085851191,0.1234219074249267,108.08730602264404
57,99.02835085851191,0.3385288715362549,108.08730602264404
58,99.04166112072409,0.1155970096588134,108.08730602264404
59,99.04166112072409,0.1238260269165039,108.08730602264404
60,99.04166112072409,0.1225879192352294,108.08730602264404
61,99.04166112072409,0.1221399307250976,108.08730602264404
62,99.04166112072409,0.1360659599304199,108.08730602264404
63,99.04166112072409,0.1164221763610839,108.08730602264404
64,99.04166112072409,0.1160099506378173,108.08730602264404
65,99.04166112072409,0.1164560317993164,108.08730602264404
66,99.04166112072409,0.1200869083404541,108.08730602264404
67,99.0682816451484,0.1164381504058837,108.08730602264404
68,99.0682816451484,0.119708776473999,108.08730602264404
69,99.08159190736058,0.3767449855804443,108.08730602264404
70,99.08159190736058,0.1089839935302734,108.08730602264404
