epoch,SPD_gender,EOD_gender,AOD_gender,DI_gender,DcI_gender,Accuracy,F1_score,Precision,Recall
1,-0.1562084649396207,-0.1953408964351162,0.18684220468459858,0.7619110807239099,0.06187717877390031,0.6298416078796752,0.7051839287607335,0.7820362097343052,0.642084942084942
2,-0.03859807817094252,-0.029356377000880896,0.0776088827943669,0.9534836181316121,0.07178085648162524,0.688672966857447,0.7920334311371922,0.7341354870611505,0.8598455598455599
3,-0.013790220448511858,0.011336426409095934,0.060764320611606304,0.98448478377807,0.09882058000357286,0.6914681219220019,0.8035260213595524,0.7162284678150499,0.915057915057915
4,-0.00037893034124192315,0.0,0.0009316985110492948,0.999620950610583,0.08809197059109397,0.6900039930786637,0.8164551974150839,0.6898388600346251,1.0
5,0.0,0.0,0.0,1.0,0.08790125368482526,0.689471582590177,0.816197904356732,0.689471582590177,1.0
6,0.0,0.0,0.0,1.0,0.08790125368482526,0.689471582590177,0.816197904356732,0.689471582590177,1.0
7,0.0,0.0,0.0,1.0,0.08790125368482526,0.689471582590177,0.816197904356732,0.689471582590177,1.0
8,0.009671320915039527,0.0,0.012226196225792796,1.0097726073606748,0.08331526594615146,0.6942632769865567,0.818519396381449,0.6927912264277116,1.0
9,0.09705920164462878,0.0,0.11167976664467799,1.1104885584685371,0.037998434843847795,0.7550911752961533,0.8491803278688526,0.7378917378917379,1.0
10,0.15714117190247845,0.0,0.1748033530839184,1.19799663289968,0.0009979550300915907,0.8052708638360175,0.8762581409117821,0.779768177028451,1.0
11,0.16018857570365108,0.0,0.17676025126042502,1.2034465197608397,0.0012375134241670027,0.8097963529881539,0.8787853083382815,0.783779694356181,1.0
12,0.15039798205627353,0.0,0.12560959807755734,1.20429486982388,0.0015958104711902843,0.8666311726341009,0.9118113008273192,0.8379165318667098,1.0
13,0.1437742825933781,0.0,0.07526548438015361,1.2125242877332014,0.005001957521672096,0.9301211233861307,0.9517684887459806,0.9079754601226994,1.0
14,0.14679099760758052,-0.0003113325031133263,0.07125151450580913,1.2224571805723639,0.009378275464232533,0.9447624118195128,0.9614777684953124,0.9259789021991776,0.9998069498069498
15,0.14680920773885597,-0.0003113325031133263,0.07069455684195389,1.2228029158439073,0.009520082812695008,0.9456941301743644,0.9621029165892625,0.927139276763337,0.9998069498069498
16,0.1444787462375402,-0.0003113325031133263,0.06183550651919083,1.2215897533816609,0.009029504281729772,0.9539464927459071,0.9676756352765322,0.9375452570601014,0.9998069498069498
17,0.14469726781284564,-0.0003113325031133263,0.05515201455292783,1.2258412258412257,0.01077156032762061,0.9651271130041262,0.9753295668549906,0.9520220588235294,0.9998069498069498
18,0.1403811039489431,-0.0003113325031133263,0.04441925999419436,1.2204011020579066,0.008551960809829007,0.971382936243844,0.9796651849049466,0.9603189319488226,0.9998069498069498
19,0.1406951743007019,-0.0003113325031133263,0.04483044420472068,1.221003174629223,0.00879851524912445,0.9715160388659657,0.979757850926977,0.9604970326409495,0.9998069498069498
20,0.13832031200121653,-0.0006226650062266526,0.040436947991027386,1.2174873448947523,0.007662861561663625,0.9732463729535472,0.9809605001420859,0.9629905151571508,0.9996138996138996
21,0.1369422911508339,-0.0006226650062266526,0.03500283759193207,1.216819619604304,0.007391765939249617,0.9784373752162918,0.9845978322875072,0.9700262270513301,0.9996138996138996
22,0.13452077899314074,-0.0009339975093399788,0.02953186941386049,1.2137296209152495,0.006429729690901165,0.9817649407693332,0.9869411876846821,0.974769346639051,0.9994208494208494
23,0.13437284888289913,-0.0009339975093399788,0.02904779847666971,1.2136011736610839,0.006377138040883912,0.9821642486356982,0.9872234935163997,0.975320271288621,0.9994208494208494
24,0.1339939185416572,-0.0009339975093399788,0.028116099965620374,1.2131052131052131,0.006173256748301825,0.9826966591241848,0.9876001526135062,0.9760558069381599,0.9994208494208494
25,0.13302326775944873,-0.001245330012453305,0.02585141153122312,1.2120911790416047,0.0060644432417359395,0.9845600958338879,0.988918609094383,0.9788199697428139,0.9992277992277993
26,0.13266254754948226,-0.001245330012453305,0.02436275535631853,1.2119405676856756,0.006003733445427817,0.9860242246772262,0.9899588792196615,0.9808603373128671,0.9992277992277993
27,0.13251461743924053,-0.001245330012453305,0.023878684419127754,1.2118105130153323,0.005950481096770099,0.9864235325435912,0.9902429691983929,0.981418278346606,0.9992277992277993
28,0.1332258282635167,-0.001245330012453305,0.02466460947684815,1.2132684953197774,0.006551874200092067,0.9869559430320778,0.9906220095693781,0.9821631878557875,0.9992277992277993
29,0.13215389722927406,-0.001245330012453305,0.02239002824422317,1.2116589581378312,0.005889355127771334,0.9878876613869293,0.9912860289188931,0.9834695040851226,0.9992277992277993
30,0.13038896550203083,-0.001245330012453305,0.018772564290022536,1.2089373256962588,0.004766809690212814,0.9892186876081459,0.9922361736796703,0.9853417094993338,0.9992277992277993
31,0.12946496457802992,-0.001245330012453305,0.016982053994588336,1.2074566921069185,0.004154867061360257,0.9897510980966325,0.9926167417777352,0.9860925890645837,0.9992277992277993
32,0.12946496457802992,-0.001245330012453305,0.016982053994588336,1.2074566921069185,0.004154867061360257,0.9897510980966325,0.9926167417777352,0.9860925890645837,0.9992277992277993
33,0.1290029641160294,-0.001245330012453305,0.016086798846871236,1.2067163753122485,0.0038486120899675624,0.9900173033408758,0.9928071353217608,0.9864684581665714,0.9992277992277993
34,0.129086034236788,-0.001245330012453305,0.016050355483539003,1.2069536419989593,0.003947107076769929,0.9902835085851192,0.9929976019184653,0.9868446139180171,0.9992277992277993
