EC_ID,Run ID,Epoch ID,Time,Accuracy,F1_score,Precision,Recall,SPD_gender,EOD_gender,AOD_gender,DI_gender,DcI_gender
171,0,1,33.909003019332886,0.8656994542792493,0.9091236602719986,0.8521019753503293,0.9743243243243244,0.1483464039996703,-0.010267644706335,0.1327415474627185,1.211052256628664,0.0138653184404639
171,0,2,33.909003019332886,0.9684546785571676,0.9773530817009078,0.9676442762535478,0.9872586872586872,0.1165232201664362,-0.0205479452054794,0.0370072042382295,1.1831243499555444,0.0131400933884212
171,0,3,33.909003019332886,0.9780380673499268,0.9841269841269842,0.980824544582934,0.9874517374517374,0.1161602508964319,-0.020236612702366,0.0299755219898769,1.1852049268173457,0.0138368578875426
171,0,4,33.909003019332886,0.9810994276587248,0.9863277488927402,0.9838647714175952,0.9888030888030888,0.1178967428967429,-0.0180572851805728,0.0277354995379375,1.1886347886347886,0.0131099632639291
171,0,5,33.909003019332886,0.9834952748569148,0.9880424300867888,0.9870905587668594,0.988996138996139,0.1158359509490162,-0.0177459526774594,0.0225465998839401,1.1856173466641509,0.0115638422510451
171,0,6,33.909003019332886,0.9841607879675228,0.988521269412559,0.9878542510121456,0.9891891891891892,0.1156880208387746,-0.0174346201743461,0.0214592351213341,1.1854736446881462,0.0111969072684539
171,0,7,33.909003019332886,0.9842938905896448,0.9886144345812428,0.988233024691358,0.988996138996139,0.1155400907285328,-0.0177459526774594,0.0215784580095585,1.1853297979242563,0.0114536412738935
171,0,8,33.909003019332886,0.9850925063223746,0.9891891891891892,0.9891891891891892,0.9891891891891892,0.116251301552809,-0.0174346201743461,0.0217610892418637,1.1867528477013845,0.0117443077469933
171,0,9,33.909003019332886,0.985358711566618,0.9893801892257192,0.9895712630359212,0.9891891891891892,0.1157893010908085,-0.0174346201743461,0.0208658340941466,1.186010663306324,0.0114369696107712
171,0,10,33.909003019332886,0.985358711566618,0.9893801892257192,0.9895712630359212,0.9891891891891892,0.1157893010908085,-0.0174346201743461,0.0208658340941466,1.186010663306324,0.0114369696107712
171,0,11,33.909003019332886,0.9856249168108612,0.9895732766943426,0.9897643877945153,0.9893822393822392,0.1157893010908085,-0.0171232876712328,0.0202625402687314,1.186010663306324,0.0111248597480996
171,0,12,33.909003019332886,0.9860242246772262,0.9898658430653412,0.9897703146110788,0.98996138996139,0.1164823017838092,-0.0161892901618928,0.0197955415140614,1.1871239398989146,0.0106500496575306
171,0,13,33.909003019332886,0.9864235325435912,0.9901582400617522,0.9897762345679012,0.9905405405405404,0.1171753024768099,-0.0152552926525528,0.0193285427593914,1.188237216491505,0.0101756837298156
171,0,14,33.909003019332886,0.9869559430320778,0.9905478395061728,0.9897841171935235,0.9913127413127412,0.1180993034008108,-0.0140099626400995,0.0187058777531648,1.1897215852816254,0.0095438856696553
171,0,15,33.909003019332886,0.9870890456541994,0.9906451924004244,0.9897860859510504,0.9915057915057915,0.118330303631811,-0.0136986301369863,0.0185502115016081,1.1900926774791556,0.0093860591874203
