epoch,SPD_age,EOD_age,AOD_age,DI_age,DcI_age,SPD_race,EOD_race,AOD_race,DI_race,DcI_race,Accuracy,F1_score,Precision,Recall
1,0.1413687665713562,0.1827085320912135,0.1271787037215582,1.9553322318301443,0.18777724202363794,0.04434497324999198,-0.009474027375775906,0.013312477454956964,1.2055010955487433,0.024032798767781194,0.6285818580032853,0.4901027311450764,0.6985714285714286,0.37746043998456197
2,0.14883109258584162,0.13212395009072708,0.11651500501356016,1.6397297127214372,0.09782976062166504,0.07664690346767306,-0.015535995136328196,0.029610251331118637,1.2765109808643902,0.020463253525019987,0.6780434385836831,0.6067766384306732,0.7182058047493404,0.5252798147433423
3,0.15522520207721174,0.13275810464485477,0.12091079324501354,1.5881509824370654,0.09324393008512866,0.10131623620060537,-0.025981435223733307,0.055008500889555265,1.347893100206898,0.002203286710328878,0.6827888300784815,0.6289496157130658,0.7037744863831821,0.5685063681976071
4,0.11614736373605297,0.1295602072693941,0.09046181044792187,1.7017013541841726,0.12476166456494325,0.06600872725713247,0.0004119142337294379,0.013057636456707912,1.3389637345636531,0.019232301285533215,0.668917685709071,0.5444500251130086,0.7792954708842559,0.41837128521806255
5,0.11496348628393147,0.0936182352170904,0.07974386784154577,1.5421479515044394,0.07499100701947514,0.06798326024880905,-0.04159012110719018,0.040164448315106946,1.2849298407486849,0.015947707270973166,0.6915495528381091,0.6006616257088847,0.7745277269957344,0.4905441914318796
6,0.14746603741265035,0.11703238116617098,0.10588736769234113,1.4538215376713253,0.08163264233799095,0.12171593171153589,-0.0027578428910651764,0.04486451087649074,1.3710057811528098,0.02144043937785578,0.7130863296221939,0.6847172081829122,0.7127348643006263,0.6588189888074103
7,0.15561665575940187,0.12234599771779187,0.11291353711422612,1.4915986402423516,0.08010274081873581,0.11927144199876344,0.005447400534827729,0.04110756403155144,1.3635546627769795,0.03159560586008725,0.7174666910020077,0.6887816646562123,0.7188417960553923,0.6611346970281744
8,0.16310643294374633,0.14398956170379928,0.12300869362801732,1.5972975798582443,0.09618639655333705,0.11626586327297156,-0.00443854107467756,0.041624421678448126,1.3968355812311004,0.012209007613754208,0.7165541157145464,0.6742185861128592,0.7385110294117647,0.6202238517946739
9,0.1398058799673807,0.04536356323774249,0.10140354531305923,1.2171629249256353,0.05195806262946345,0.15386311572371547,-0.0046786408151936465,0.08765058011401466,1.251295060064521,0.06591862819669136,0.6285818580032853,0.6963139829876137,0.5676399026763991,0.9004245465071401
10,0.15025891943411063,0.10376003142712831,0.10607907025971748,1.3688940887230694,0.07258427940029466,0.12987638172636723,-0.0236487230658754,0.0666938241504695,1.3204741886754516,0.019804183355585425,0.7103486037598102,0.7087538997981281,0.6756473058082575,0.7452720957159398
11,0.14614874727501387,0.10789513066576872,0.10303141671215163,1.4650509895086,0.07169749673607662,0.13217577453513596,0.021494433650969813,0.055325808841331356,1.4305153799144428,0.03241975225301241,0.7160065705420697,0.6838683462007313,0.722007722007722,0.6495561559243536
12,0.15027722021401663,0.10488523486166446,0.10576731933423067,1.4668564827027861,0.06570784339184665,0.132445954977074,0.0014053544444885269,0.050267308328637184,1.417094996336642,0.014846987521027755,0.7176492060594999,0.6894197952218429,0.7184100418410042,0.6626785025086839
13,0.142602056129224,0.10975924574891971,0.10138605561176012,1.5266233678462329,0.073668509256822,0.11588346502842967,0.004409905325808761,0.0402778760365134,1.4207234080649993,0.016029330947920695,0.7121737543347326,0.6622403084172199,0.7439846005774784,0.5966808182169047
14,0.15580899695621425,0.12309987466561911,0.11223356580019427,1.460057646418011,0.08198401818024625,0.14216566063764013,0.02400777130169307,0.06187160511770416,1.4310341838481642,0.034680053488830964,0.721482022266837,0.7005494505494506,0.7125748502994012,0.6889231956773446
15,0.15126857346152667,0.11444431973361768,0.10722240007357882,1.4527696342649805,0.07599427291021499,0.1449510923366677,0.01443241742991952,0.061966320475521,1.4539677067686845,0.019750658019371814,0.7211169921518525,0.6975455265241489,0.7159691182446161,0.6800463141644153
16,0.15490365737426265,0.11837271077688605,0.11095451742232178,1.4767105512151604,0.07664105690081846,0.14565370443832126,0.024476957033160218,0.064910419653575,1.466419165897995,0.027334681081714662,0.7212995072093448,0.6956348415387681,0.7192910140148392,0.6734851408722501
17,0.15776461829697336,0.11202087659240134,0.11255871505283278,1.4787717930262316,0.0679798494804631,0.14144232040684313,0.01443241742991952,0.059341648559510504,1.4381637099559814,0.02339272388006275,0.7207519620368681,0.6972694895132568,0.7153877385302476,0.6800463141644153
18,0.14877655626172165,0.10919056437884656,0.10454027483909611,1.4546528327718347,0.07179594222259345,0.14104741380850783,0.01502275440660128,0.05938555208580809,1.4491453959265332,0.02151404884270547,0.7203869319218835,0.6938449240607515,0.7194363862411935,0.6700115785411038
19,0.14665348278482238,0.10393680902407543,0.10183052582606483,1.4610616688990459,0.06687225743800451,0.14860960713047644,0.027027741432404273,0.0678771391289509,1.5012276690199502,0.022872509508898853,0.7216645373243292,0.6916076845298281,0.7264231096006797,0.6599768429177924
20,0.15686605000358694,0.11010905961801076,0.111069547536265,1.4838856271875351,0.0659292935085789,0.14646853434257878,0.033514839926163886,0.0671198173239623,1.4690284526700557,0.03605231326601932,0.7234896878992517,0.6982672774347739,0.7213991769547325,0.676572751833269
21,0.1018096177186687,0.040501711656097394,0.07161667152219825,1.1461910282904433,0.07216034664837612,0.12356037782376095,0.0031102828771438773,0.0664432709489089,1.1863212046548777,0.09256218451620757,0.6066800511042161,0.6845264236568585,0.5514150943396227,0.9023543033577769
