epoch,SPD_gender,EOD_gender,AOD_gender,DI_gender,DcI_gender,F1_score,Precision,Recall
21,0.09269526964064567,-0.010725914575751783,0.018588904446400316,1.1456927825004062,0.007806946703806328,0.9877976543063619,0.9823279924599434,0.9933285680247796
22,0.09228015963649461,-0.011108982953457192,0.018531186391982833,1.145040337863447,0.007906648803098326,0.9877362402985959,0.9824395992928697,0.9930903025970932
23,0.09245781785996643,-0.011300517142309952,0.018922940525292562,1.145455087407302,0.008281654909797265,0.9879689444674925,0.9830168651963676,0.99297116988325
24,0.09218107785719909,-0.011300517142309952,0.018424436038752184,1.14501971869297,0.008093727691766084,0.9880860648450003,0.9832487908458181,0.99297116988325
25,0.09196355726225569,-0.011300517142309952,0.01794150981741619,1.144722501027449,0.007967143613980765,0.98832038892512,0.9837129706125339,0.99297116988325
26,0.09196355726225569,-0.011300517142309952,0.01794150981741619,1.144722501027449,0.007967143613980765,0.98832038892512,0.9837129706125339,0.99297116988325
27,0.09208199607790357,-0.011300517142309952,0.01797266634782497,1.1449990610299534,0.008090065534391067,0.9885548241712626,0.9841775888534656,0.99297116988325
28,0.09220043489355145,-0.0114920513311626,0.018348842215930253,1.145275965440929,0.008404059483384851,0.9886707396642743,0.9845245126993503,0.9928520371694067
29,0.09192369489078411,-0.0114920513311626,0.017850337729389876,1.1448399190044392,0.00821584560356503,0.9887880405766151,0.9847571783055654,0.9928520371694067
30,0.092042133706432,-0.0114920513311626,0.017881494259798646,1.1451168967876175,0.008338978252434792,0.9890227259241677,0.9852228395791465,0.9928520371694067
31,0.09196298311287232,-0.0114920513311626,0.017647820281732847,1.1450372881066522,0.008306402931343215,0.9891988130563798,0.9855723746452223,0.9928520371694067
32,0.09235816193128765,-0.011300517142309952,0.017832461960985483,1.1457513743480658,0.008427055795060645,0.9894349477682811,0.9859238230423468,0.99297116988325
33,0.09227901133772787,-0.011108982953457192,0.017253768645223114,1.1456718890768063,0.008203423550791511,0.989729890175126,0.9863921429416637,0.9930903025970932
34,0.09247660074693553,-0.010917448764604432,0.017173579816001122,1.1460293530047554,0.008168306434124029,0.9899073854191404,0.9866272189349112,0.9932094353109364
35,0.09233823074555192,-0.010917448764604432,0.016924327572730928,1.1458108536047544,0.008074009783691105,0.9899661580478537,0.9867439933719967,0.9932094353109364
36,0.09253582015475958,-0.010917448764604432,0.017189158081205504,1.1461684724729209,0.008230036560108567,0.9900249376558603,0.9868607954545454,0.9932094353109364
37,0.09212071015060841,-0.010917448764604432,0.016441401351394935,1.1455127696854648,0.007947038449776733,0.9902013183680741,0.9872113676731794,0.9932094353109364
38,0.09184397014784107,-0.010725914575751783,0.015597877527158044,1.1450756344938275,0.007567078269749894,0.9904377264358258,0.9875636622053773,0.9933285680247796
39,0.09212071015060841,-0.010342846198046374,0.01540634333830534,1.1455127696854648,0.007373534339664034,0.9905576340637805,0.9875666074600356,0.993566833452466
40,0.09198234014922468,-0.010342846198046374,0.01515709109503515,1.1452942020896462,0.007279110742909323,0.9906164627627985,0.9876835622927522,0.993566833452466
41,0.10416668103714877,-0.011500974658869345,0.014493694008870338,1.165718201765416,0.006790798351441141,0.9902865468674115,0.98776795446288,0.9928180158247109
42,0.10416668103714877,-0.011500974658869345,0.014493694008870338,1.165718201765416,0.006790798351441141,0.9902865468674115,0.98776795446288,0.9928180158247109
43,0.10451082534162082,-0.011306042884990264,0.014662610647237137,1.166319023523131,0.006852551736335477,0.9904079650315688,0.9878890638246336,0.9929397443700548
44,0.10451082534162082,-0.011306042884990264,0.014662610647237137,1.166319023523131,0.006852551736335477,0.9904079650315688,0.9878890638246336,0.9929397443700548
45,0.10451082534162082,-0.011306042884990264,0.014662610647237137,1.166319023523131,0.006852551736335477,0.9904079650315688,0.9878890638246336,0.9929397443700548
46,0.10451082534162082,-0.011306042884990264,0.014662610647237137,1.166319023523131,0.006852551736335477,0.9904079650315688,0.9878890638246336,0.9929397443700548
47,0.10451082534162082,-0.011306042884990264,0.014662610647237137,1.166319023523131,0.006852551736335477,0.9904079650315688,0.9878890638246336,0.9929397443700548
48,0.10505650128656052,-0.011111111111111072,0.01509790981091022,1.1672947238074176,0.007074808268980659,0.9905895209762613,0.9881298449612403,0.9930614729153987
49,0.10540064559103257,-0.010721247563352798,0.014903685748309794,1.1678966303122644,0.00694203221723555,0.9908323720478416,0.9883720930232558,0.9933049300060864
50,0.10545956456749572,-0.010721247563352798,0.014904393459588503,1.1680444314013854,0.00700634411461587,0.9909526990102617,0.9886115822631452,0.9933049300060864
51,0.10560217723150023,-0.010331384015594525,0.014443786871681736,1.1682716773997124,0.00671312198259244,0.9911353976927747,0.9887341005451241,0.9935483870967742
52,0.10580370887196777,-0.010331384015594525,0.014710169396988076,1.1686469654425649,0.006873709563441355,0.9911955795737446,0.9888538890235038,0.9935483870967742
53,0.10580370887196777,-0.010331384015594525,0.014710169396988076,1.1686469654425649,0.006873709563441355,0.9911955795737446,0.9888538890235038,0.9935483870967742
54,0.10580370887196777,-0.010331384015594525,0.014710169396988076,1.1686469654425649,0.006873709563441355,0.9911955795737446,0.9888538890235038,0.9935483870967742
55,0.10580370887196777,-0.010331384015594525,0.014710169396988076,1.1686469654425649,0.006873709563441355,0.9911955795737446,0.9888538890235038,0.9935483870967742
56,0.10580370887196777,-0.010331384015594525,0.014710169396988076,1.1686469654425649,0.006873709563441355,0.9911955795737446,0.9888538890235038,0.9935483870967742
57,0.10649199748091198,-0.009941520467836251,0.015048002673721618,1.169853195596363,0.006998137420404782,0.9914384601372275,0.9890961957838623,0.9937918441874619
