epoch,Data_selection_execution_time
1,0.0059185028076171875
21,1.1930599212646484
41,1.1910064220428467
61,1.1907093524932861
81,1.192521572113037
101,1.1927266120910645
121,1.190983533859253
141,1.188023328781128
