,SPD_age,EOD_age,AOD_age,DI_age,DiscIndex_age,SPD_gender,EOD_gender,AOD_gender,DI_gender,DiscIndex_gender,Accuracy,F1_score,Precision,Recall
18,0.09514977451943674,0.005439583504793899,0.0363751850165422,1.2141612069483683,0.012990573334252242,0.13989669869697463,0.06075531747359675,0.039158697053213176,1.3607222545490896,0.04842224856208055,0.8963423663556938,0.8909430826755298,0.9041846737640983,0.8780837342614393
19,0.09431653323876132,0.003548780986484479,0.03573135608320044,1.2102244340984603,0.013542199718946546,0.14124756787310694,0.06214587633762836,0.04076456751579365,1.3610685526236506,0.04940514513677674,0.8952564292413249,0.8902792140641158,0.8994880367777661,0.8812570375678166
20,0.09533147677656789,0.0045493860805587705,0.03667299035066138,1.2113053216042433,0.013012689407007505,0.14039742278606604,0.060136957342077024,0.03969724717065304,1.355935380830536,0.04877777802904948,0.8956513154647318,0.8910084553516189,0.8975797236937779,0.8845327054969803
21,0.09008525045105803,-0.0036916949932477294,0.034238447425895956,1.1986596134401062,0.016714485877777796,0.13403359921755542,0.05561688960208633,0.03184936415694211,1.3358448874717612,0.05058613986364913,0.9017720519275384,0.8975072105480015,0.9031823364776614,0.8919029583375985
22,0.08694894856485064,-0.002771838124653536,0.030096491840954934,1.1915759992375636,0.013144285918458842,0.14809350925892356,0.06425275472652936,0.04589293931399393,1.3791317174870776,0.045417204259125654,0.9011797225924281,0.8968466611706513,0.9028944911297853,0.8908793121097349
23,0.1048435976891876,0.01769628418406255,0.04697896784690817,1.2408096581248018,0.009742488093504753,0.12885600025941085,0.05814766665825677,0.030047721740720262,1.3323534894314502,0.05530332381208769,0.8904684337825164,0.8839738562091501,0.9034843950406156,0.8652881564131436
24,0.0712566253689374,-0.015502313488421682,0.02754466256490907,1.1599552340108759,0.01424004649811117,0.16037308027846464,0.08513445484618454,0.05991116454711174,1.4320285139144742,0.052090104749174415,0.8978231896934695,0.8919511431255872,0.910001065076153,0.8746033370867028
25,0.08450992133858126,-0.004808194495559026,0.030366285219597965,1.1924722351592763,0.015353160523168263,0.139901604530693,0.0647049345575692,0.039270416302493436,1.368236425136292,0.050767414403777966,0.897329581914211,0.8910766652702138,0.912190414924413,0.8709182106663937
26,0.06883100876147508,-0.020013137115145407,0.030655073027654932,1.158166203964257,0.018459635799766283,0.1460525328640006,0.07582075261778376,0.04719128204639567,1.3963033260909372,0.05463281147068333,0.8922454217878474,0.8847230289908645,0.9137216404886562,0.8575084450813799
27,0.08035410235092799,-0.00874332468395611,0.031154834319110238,1.1837254226707756,0.016114135937252416,0.1540841903286394,0.08900642396843661,0.05599888944608354,1.417570096397544,0.06142765957766316,0.8909126807838491,0.8839285714285715,0.9076690756121238,0.8613983007472618
