epoch,Data_selection_execution_time
21,1.7674570083618164
41,9.076657056808472
61,1.7817020416259766
81,1.8087029457092285
101,1.7765769958496094
121,1.6848750114440918
141,8.9359290599823
161,1.6920661926269531
181,3.4993700981140137
201,1.7605266571044922
221,1.7073087692260742
241,9.283852100372314
261,1.7083592414855957
