epoch,Model_training_time,Full_training_time,Loss
1,7.53896689414978,1436.4080085754395,0.2950276732444763
2,7.595205545425415,1436.4080085754395,0.2842918336391449
3,7.542544364929199,1436.4080085754395,0.16913650929927826
4,10.676021814346313,1436.4080085754395,0.12052907049655914
5,7.5583176612854,1436.4080085754395,0.10664364695549011
6,7.561394929885864,1436.4080085754395,0.1221746876835823
7,7.551239252090454,1436.4080085754395,0.03331994265317917
8,7.547870635986328,1436.4080085754395,0.07771305739879608
9,7.557678699493408,1436.4080085754395,0.041099533438682556
10,7.589892625808716,1436.4080085754395,0.012966586276888847
11,7.583575248718262,1436.4080085754395,0.007057586684823036
12,7.554418563842773,1436.4080085754395,0.026732733473181725
13,7.563883304595947,1436.4080085754395,0.0017157759284600616
14,7.5891406536102295,1436.4080085754395,0.0007918110932223499
15,7.546383619308472,1436.4080085754395,0.00030599295860156417
16,7.612077236175537,1436.4080085754395,0.0003835218958556652
17,7.604367733001709,1436.4080085754395,0.00040560527122579515
18,7.555477619171143,1436.4080085754395,0.00023390598653350025
19,7.565006971359253,1436.4080085754395,0.00022132066078484058
20,7.528810024261475,1436.4080085754395,0.0002218668960267678
21,7.571344614028931,1436.4080085754395,0.0002557483094278723
22,7.58170747756958,1436.4080085754395,0.000348012603353709
23,7.59477972984314,1436.4080085754395,0.0001600236282683909
24,7.596501588821411,1436.4080085754395,0.00032108998857438564
25,7.602460622787476,1436.4080085754395,0.00014295744767878205
26,7.610744953155518,1436.4080085754395,0.00011075470683863387
27,7.607715129852295,1436.4080085754395,0.00011926914885407314
28,10.4802565574646,1436.4080085754395,0.0001330557424807921
29,7.591345310211182,1436.4080085754395,7.663648284506053e-05
30,7.6214940547943115,1436.4080085754395,0.00014272323460318148
31,7.574651002883911,1436.4080085754395,8.149869972839952e-05
32,7.602032899856567,1436.4080085754395,9.28248482523486e-05
33,10.46967601776123,1436.4080085754395,0.0001180898689199239
34,7.574407577514648,1436.4080085754395,7.444422226399183e-05
35,7.622264862060547,1436.4080085754395,0.00010525526886340231
36,7.660433769226074,1436.4080085754395,8.902204717742279e-05
37,7.625629901885986,1436.4080085754395,7.890159031376243e-05
38,7.606060028076172,1436.4080085754395,7.289323548320681e-05
39,7.613695383071899,1436.4080085754395,8.502117998432368e-05
40,7.587878704071045,1436.4080085754395,5.102506838738918e-05
41,7.579192399978638,1436.4080085754395,0.00020196197147015482
42,7.595890283584595,1436.4080085754395,7.088665734045208e-05
43,7.607372760772705,1436.4080085754395,9.195751044899225e-05
44,7.6205525398254395,1436.4080085754395,6.473061512224376e-05
45,7.588665962219238,1436.4080085754395,9.695387416286394e-05
46,7.594631910324097,1436.4080085754395,4.92058097734116e-05
47,7.594761848449707,1436.4080085754395,4.913589509669691e-05
48,7.63190770149231,1436.4080085754395,7.70226470194757e-05
49,7.648244142532349,1436.4080085754395,5.988904740661383e-05
50,7.618465423583984,1436.4080085754395,4.612353950506076e-05
51,7.6078643798828125,1436.4080085754395,4.4345968490233645e-05
52,7.627594947814941,1436.4080085754395,4.017081664642319e-05
53,7.6220786571502686,1436.4080085754395,6.668757123406976e-05
54,7.600537538528442,1436.4080085754395,4.884545342065394e-05
55,7.611581802368164,1436.4080085754395,4.436303788679652e-05
56,7.601022005081177,1436.4080085754395,4.45855621364899e-05
57,7.604937553405762,1436.4080085754395,3.1594623578712344e-05
58,7.602717638015747,1436.4080085754395,5.223051630309783e-05
59,7.604045867919922,1436.4080085754395,6.855253741377965e-05
60,7.633555173873901,1436.4080085754395,3.9583475881954655e-05
61,7.600828409194946,1436.4080085754395,3.936126813641749e-05
62,10.971519470214844,1436.4080085754395,9.380119445268065e-05
63,7.59356951713562,1436.4080085754395,3.384805313544348e-05
64,7.600620269775391,1436.4080085754395,3.748523158719763e-05
65,7.597087383270264,1436.4080085754395,3.333580389153212e-05
66,7.61492395401001,1436.4080085754395,4.3853287934325635e-05
67,10.036648511886597,1436.4080085754395,3.614757224568166e-05
68,7.664234161376953,1436.4080085754395,5.0467340770410374e-05
69,7.64048171043396,1436.4080085754395,3.761663174373098e-05
70,7.609375715255737,1436.4080085754395,3.512640978442505e-05
71,7.622405767440796,1436.4080085754395,3.94191883970052e-05
72,7.635436773300171,1436.4080085754395,5.178109131520614e-05
73,7.605208158493042,1436.4080085754395,3.8165104342624545e-05
74,7.602459669113159,1436.4080085754395,3.885634941980243e-05
75,7.577913999557495,1436.4080085754395,3.0248662369558588e-05
76,7.613797903060913,1436.4080085754395,3.4447100915713236e-05
77,7.709138631820679,1436.4080085754395,0.00014150323113426566
78,7.620227813720703,1436.4080085754395,0.00010246138845104724
79,7.625309467315674,1436.4080085754395,2.6350668122177012e-05
80,7.6299965381622314,1436.4080085754395,3.258874494349584e-05
81,7.593839406967163,1436.4080085754395,6.119535100879148e-05
82,7.616125583648682,1436.4080085754395,3.0538303690264e-05
83,7.611994028091431,1436.4080085754395,3.5371798730921e-05
84,7.594366550445557,1436.4080085754395,3.284811828052625e-05
85,7.610195875167847,1436.4080085754395,2.9191403882578015e-05
86,7.627888441085815,1436.4080085754395,4.5075667003402486e-05
87,7.587449789047241,1436.4080085754395,8.09294797363691e-05
88,7.6139137744903564,1436.4080085754395,2.6715562853496522e-05
89,7.599586009979248,1436.4080085754395,5.584912287304178e-05
90,7.588907480239868,1436.4080085754395,2.415959897916764e-05
91,7.613217115402222,1436.4080085754395,3.237867713323794e-05
92,7.594524383544922,1436.4080085754395,4.1335537389386445e-05
93,7.5810465812683105,1436.4080085754395,1.9247390810051e-05
94,7.606754541397095,1436.4080085754395,2.1270170691423118e-05
95,7.5985143184661865,1436.4080085754395,0.00012800359399989247
96,7.664880990982056,1436.4080085754395,3.076661960221827e-05
97,7.594400644302368,1436.4080085754395,4.316168633522466e-05
98,7.636706113815308,1436.4080085754395,3.854906390188262e-05
99,7.598673343658447,1436.4080085754395,4.646876186598092e-05
100,7.587677478790283,1436.4080085754395,2.6598747354000807e-05
101,7.552312850952148,1436.4080085754395,3.8435850001405925e-05
102,7.573829174041748,1436.4080085754395,3.14718927256763e-05
103,7.578547716140747,1436.4080085754395,3.0764364055357873e-05
104,7.6516053676605225,1436.4080085754395,2.4197392122005112e-05
105,7.639386892318726,1436.4080085754395,3.968820601585321e-05
106,7.6167755126953125,1436.4080085754395,3.2853091397555545e-05
107,7.636000871658325,1436.4080085754395,2.3609823983861133e-05
108,7.635368347167969,1436.4080085754395,4.113615068490617e-05
109,7.654663801193237,1436.4080085754395,6.273652979871258e-05
110,7.638804912567139,1436.4080085754395,0.00010048838157672435
111,7.6400463581085205,1436.4080085754395,2.5434983399463817e-05
112,7.588303565979004,1436.4080085754395,4.5480348489945754e-05
113,7.605654716491699,1436.4080085754395,2.3772423446644098e-05
114,7.590474605560303,1436.4080085754395,3.776443190872669e-05
115,7.594587564468384,1436.4080085754395,3.7791436625411734e-05
116,7.602654218673706,1436.4080085754395,2.8029829991282895e-05
117,7.621989011764526,1436.4080085754395,4.218053072690964e-05
118,7.65124773979187,1436.4080085754395,2.185153789469041e-05
119,7.602000951766968,1436.4080085754395,2.9926472052466124e-05
120,7.596562623977661,1436.4080085754395,2.3343525754171424e-05
121,7.608142852783203,1436.4080085754395,2.668680826900527e-05
122,7.643615961074829,1436.4080085754395,2.0870626030955464e-05
123,7.629473924636841,1436.4080085754395,4.073966556461528e-05
124,7.624621152877808,1436.4080085754395,2.1549760276684538e-05
125,7.6324357986450195,1436.4080085754395,0.00010805535566760227
126,7.61228609085083,1436.4080085754395,2.413229231024161e-05
127,7.587480783462524,1436.4080085754395,9.953714470611885e-05
128,7.604785442352295,1436.4080085754395,4.0777988033369184e-05
129,7.608788728713989,1436.4080085754395,2.8305352316237986e-05
130,7.617055654525757,1436.4080085754395,5.524776133825071e-05
131,7.653149127960205,1436.4080085754395,4.690040077548474e-05
132,7.628576278686523,1436.4080085754395,4.8897134547587484e-05
133,7.639636754989624,1436.4080085754395,8.077810343820602e-05
134,7.632568597793579,1436.4080085754395,3.203020241926424e-05
135,7.6149749755859375,1436.4080085754395,3.197731712134555e-05
136,7.592182874679565,1436.4080085754395,1.9002296539838426e-05
137,7.638785123825073,1436.4080085754395,2.0533736460492946e-05
138,7.646245002746582,1436.4080085754395,2.6132223865715787e-05
139,7.6020355224609375,1436.4080085754395,3.624361124821007e-05
140,7.632114887237549,1436.4080085754395,1.9982519006589428e-05
141,7.6149210929870605,1436.4080085754395,3.2375995942857116e-05
142,7.591835260391235,1436.4080085754395,2.4963585019577295e-05
143,7.601813554763794,1436.4080085754395,2.1565352653851733e-05
144,7.629877090454102,1436.4080085754395,2.244735514977947e-05
145,7.615804433822632,1436.4080085754395,2.1602636479656212e-05
146,7.6244635581970215,1436.4080085754395,2.025901630986482e-05
