epoch,Data_selection_execution_time
21,0.6854269504547119
41,0.6426906585693359
61,0.6371262073516846
81,0.6363010406494141
101,0.8985819816589355
121,0.637876033782959
141,0.6322338581085205
161,0.8735902309417725
181,0.6418628692626953
201,0.6346828937530518
221,0.8913071155548096
241,0.6328542232513428
261,0.6268389225006104
