epoch,SPD_gender,EOD_gender,AOD_gender,DI_gender,DcI_gender,SPD_race,EOD_race,AOD_race,DI_race,DcI_race,SPD_age,EOD_age,AOD_age,DI_age,DcI_age,F1_score,Precision,Recall
21,-0.013621095789173854,-0.04372911504986979,0.02190039527771001,0.3567908161181379,0.08430215441383326,-0.0009618025846592441,0.05896005582644337,0.03166164569064678,0.9322900614482543,0.021747305762391367,-0.018004111054970243,0.08642150460148029,0.045354839549105505,0.27629437653779026,0.09442968392120943,0.26775067750677506,0.7232796486090776,0.16428333887595611
22,-0.013903735018778687,-0.04189632170764246,0.021024642404352808,0.3603455926905243,0.08232402700204827,-0.0014360846401976733,0.052639831107342244,0.02847610162793505,0.9021676038893446,0.012899994183845132,-0.018776619282731447,0.08589680073263373,0.04515149162695505,0.270903873251538,0.09243354785094543,0.27601078167115906,0.7283072546230441,0.17026937146657797
23,-0.01414333202396136,-0.041311225462168866,0.020741614976023726,0.3644254682539762,0.08227448227448225,-0.0011611797542935565,0.05506677973288107,0.02988127398328253,0.9227668942290143,0.011199296788341195,-0.019669369686061925,0.08328979567325737,0.044054503140221794,0.26277835433418484,0.08883395471983574,0.28104049342987397,0.7257617728531855,0.17426005986032592
24,-0.014537679438924181,-0.04326027571310592,0.021664695099265274,0.3603145712035502,0.08494045636902789,-0.0014694630903935354,0.05190666737333052,0.028250354397184936,0.9042259829075657,0.0070916810017781495,-0.019909583201555416,0.0886704499391974,0.046815827449635875,0.26512441471825393,0.09452674843883613,0.2848743987172635,0.7251700680272108,0.17725307615563685
25,-0.014677257204935748,-0.043065243631281364,0.021536055955004248,0.3614293695837599,0.08488138747284552,-0.0015015218057194222,0.05050217299130805,0.027578097616151508,0.9033317969078133,0.004282043962317961,-0.02045901667666944,0.08479184494587819,0.045024034983658354,0.25893319257922165,0.08989050165520757,0.2863236470274593,0.7217741935483871,0.17858330562021948
26,-0.015028562395476407,-0.04692459183025219,0.02348245155187772,0.3581643563711335,0.09057425053272966,-0.0017860910390424777,0.04734206063175747,0.02595989388163448,0.8870799504866833,0.00013765888129213533,-0.02073359799640392,0.08565809425152754,0.04545164395868906,0.260031608271724,0.08936735515874406,0.29019399415360086,0.7222222222222222,0.18157632191553044
27,-0.015508994259283544,-0.048873642081189245,0.024515955006806783,0.35310509223351066,0.0929580064174221,-0.001960434371029895,0.050822380043813176,0.027623758478178845,0.8786056431836129,0.0036211721354104665,-0.021162699017400314,0.08426714107703165,0.04479214686395479,0.25968684428319444,0.0857958743465031,0.2938062466913711,0.7198443579766537,0.18456933821084137
28,-0.015989426123090678,-0.0527329902801601,0.02650067451000936,0.34827660154777945,0.09824642009342213,-0.0024975141223501224,0.0476622676842626,0.025873837521039368,0.8488986039808001,0.0010669275217252139,-0.021677674409724994,0.08287618790253568,0.044179660617322085,0.2577212545594166,0.08281896086774126,0.29738992881624043,0.7175572519083969,0.1875623545061523
29,-0.01648030907964291,-0.05744997141223557,0.028877167083497957,0.3466091794413931,0.10526871389405659,-0.002270037441999849,0.0437999081337008,0.0241897779014755,0.8659310799836252,0.00842669090844278,-0.021900568605275464,0.08744614091188876,0.04647759209475315,0.2643606583539391,0.08491013642352147,0.3015207131620346,0.7125154894671624,0.19122048553375456
30,-0.016530318699228462,-0.056826122863858713,0.0285688432107997,0.3479645257399409,0.10456802708899302,-0.0020258715365516437,0.04274653734718395,0.023824800140817337,0.8808521941076063,0.012167728683283474,-0.022158101440711987,0.0884872915071537,0.04710418225276006,0.2620934142857235,0.08666567183269736,0.30269704111023826,0.7118226600985221,0.19221815763219155
31,-0.017021201655780686,-0.05752747601804206,0.02897456519160853,0.3463577222004088,0.105545356133284,-0.0021611312755341824,0.037479683414599674,0.021302217400803135,0.8761783359266292,0.02120535714285715,-0.022810367492903907,0.08692143704304225,0.04635723451321801,0.26066229570162047,0.08243955966160488,0.3088541666666667,0.7118847539015606,0.19720651812437645
32,-0.016971192036195133,-0.056669843084937443,0.028562470222444278,0.34503039106823663,0.10401681990850123,-0.002223928971315979,0.038181930605610925,0.02159791888316979,0.8718840699570717,0.01930112827253805,-0.022638709028795678,0.0877321382996292,0.04672108997120384,0.2612932171528267,0.08384884022567674,0.3082138200782269,0.7137681159420289,0.19654140339208515
33,-0.01726428235854506,-0.05460326535798232,0.027574706068276153,0.35096913910019845,0.10204245660384381,-0.002296391014516721,0.04025775563564413,0.022657664663400266,0.8717397182898601,0.019608982178933587,-0.023290884802439245,0.08923418757224999,0.04762058644677961,0.262328664862385,0.08289738430583504,0.31287231287231293,0.7072599531615925,0.2008646491519787
34,-0.01726079866096336,-0.05312178387650085,0.026850686824923475,0.3500484030953618,0.09970077396323579,-0.0022489628089628778,0.046547063811744754,0.025746896638311614,0.8740550960276818,0.012031541626034203,-0.023445494782249512,0.08882883694395652,0.04747043765852845,0.2586412358348953,0.08380579536741062,0.31355273386887794,0.710093896713615,0.20119720651812437
