epoch,accuracy,Model_training_time,Full_training_time
21,94.46690500852016,0.2632849216461181,43.76163578033447
22,94.47024624945703,0.2713708877563476,43.76163578033447
23,94.4802699722677,0.261955976486206,43.76163578033447
24,94.49363493601524,0.2491209506988525,43.76163578033447
25,94.49697617695212,0.2530388832092285,43.76163578033447
26,94.49697617695212,0.2370569705963134,43.76163578033447
27,94.51368238163654,0.23809814453125,43.76163578033447
28,94.50699989976276,0.2358949184417724,43.76163578033447
29,94.50699989976276,0.2440299987792968,43.76163578033447
30,94.51702362257342,0.2477879524230957,43.76163578033447
31,94.51034114069964,0.2706780433654785,43.76163578033447
32,94.50365865882588,0.2706351280212402,43.76163578033447
33,94.51368238163654,0.2741866111755371,43.76163578033447
34,94.52704734538408,0.395305871963501,43.76163578033447
35,94.51702362257342,0.2562382221221924,43.76163578033447
36,94.50365865882588,0.2697279453277588,43.76163578033447
37,94.50365865882588,0.2650020122528076,43.76163578033447
38,94.500317417889,0.2606899738311767,43.76163578033447
39,94.49363493601524,0.2796952724456787,43.76163578033447
40,94.49363493601524,0.2720100879669189,43.76163578033447
41,94.48695245414147,0.3843512535095215,43.76163578033447
42,94.500317417889,0.2602028846740722,43.76163578033447
43,94.500317417889,0.2553231716156006,43.76163578033447
44,94.4802699722677,0.2639708518981933,43.76163578033447
45,94.48361121320458,0.2586367130279541,43.76163578033447
46,94.51034114069964,0.2607710361480713,43.76163578033447
47,94.53038858632095,0.2590651512145996,43.76163578033447
48,94.52036486351032,0.2691731452941894,43.76163578033447
49,94.500317417889,0.2786009311676025,43.76163578033447
50,94.53038858632095,0.2544028759002685,43.76163578033447
51,94.5237061044472,0.2671427726745605,43.76163578033447
52,94.53372982725784,0.3133907318115234,43.76163578033447
53,94.53038858632095,0.2697792053222656,43.76163578033447
54,94.5237061044472,0.2524721622467041,43.76163578033447
55,94.52704734538408,0.2742691040039062,43.76163578033447
56,94.52704734538408,0.2752449512481689,43.76163578033447
57,94.5404123091316,0.2707409858703613,43.76163578033447
58,94.53372982725784,0.2627301216125488,43.76163578033447
59,94.53372982725784,0.2723209857940674,43.76163578033447
60,94.51034114069964,0.2694370746612549,43.76163578033447
61,94.52704734538408,0.2737553119659424,43.76163578033447
62,94.5404123091316,0.3003749847412109,43.76163578033447
63,94.53038858632095,0.2678828239440918,43.76163578033447
64,94.53038858632095,0.279911994934082,43.76163578033447
65,94.52704734538408,0.2829160690307617,43.76163578033447
66,94.5237061044472,0.3392407894134521,43.76163578033447
67,94.51702362257342,0.2442250251770019,43.76163578033447
68,94.53372982725784,0.2588639259338379,43.76163578033447
69,94.53038858632095,0.2841389179229736,43.76163578033447
70,94.5237061044472,0.2673532962799072,43.76163578033447
71,94.51368238163654,0.2784130573272705,43.76163578033447
72,94.51368238163654,0.378350019454956,43.76163578033447
73,94.52036486351032,0.2880902290344238,43.76163578033447
74,94.53372982725784,0.3043022155761719,43.76163578033447
75,94.52036486351032,0.2762858867645263,43.76163578033447
76,94.51034114069964,0.2583198547363281,43.76163578033447
77,94.51034114069964,0.2590711116790771,43.76163578033447
78,94.5237061044472,0.2434999942779541,43.76163578033447
79,94.53038858632095,0.2371349334716797,43.76163578033447
80,94.5404123091316,0.2718091011047363,43.76163578033447
