epoch,SPD_gender,EOD_gender,AOD_gender,DI_gender,DcI_gender,SPD_race,EOD_race,AOD_race,DI_race,DcI_race,SPD_age,EOD_age,AOD_age,DI_age,DcI_age,Accuracy,F1_score,Precision,Recall
1,0.12935187200495807,0.045996336891509025,0.09106146773470149,2.1570301930374525,0.0024688121299512727,0.11815647482553177,0.09642943034423049,0.10052384230022027,2.340526424270597,0.013080889123736783,0.08716881183063274,0.06822147875276112,0.07071778905388348,1.8604104412893292,0.013247557671511853,0.6543160690571049,0.07923593915811813,0.11463664278403275,0.06054054054054054
2,0.1143496401338385,0.05078985776836563,0.08528563235205627,2.2009026984096236,0.010961230817846057,0.10067728974556936,0.10273043561911785,0.09575552832224835,2.3310410786551765,0.027034557458589126,0.07075615964154529,0.0592448180705349,0.05968223579568088,1.8039896437656886,0.012953723148358853,0.6723107569721115,0.08151870463428253,0.13090257023311416,0.05918918918918919
3,0.10156968787005716,0.04540251266348052,0.0770631533483601,2.2966130429868516,0.00845395686420057,0.08319810466560695,0.1029260393452085,0.08903187101588678,2.317798550685596,0.03590641974741306,0.052228857010975904,0.05279064759338097,0.048902861139906134,1.6927662903142124,0.014196450800852023,0.6918990703851262,0.08876669285153181,0.16235632183908047,0.06108108108108108
4,0.09049259793487363,0.03848767993589561,0.06867004739202683,2.3521762617687916,0.004755006792866848,0.07204001223701631,0.09786920203299611,0.08256187436561091,2.3312393927965305,0.03969466285072401,0.04365381106165983,0.0524724802373517,0.04560795949299114,1.6691166477985835,0.019753746034954958,0.7049800796812749,0.09270982234020829,0.189640768588137,0.06135135135135135
5,0.08830462642904309,0.04659016111953753,0.07151100258397733,2.626862222705524,0.015598590451242733,0.05738916349935915,0.08755992368248063,0.0713852212888001,2.2388187350956796,0.04245305762717222,0.03175574299001503,0.04560931904760001,0.037309030370001495,1.5653079370520746,0.021269243117873246,0.7172642762284197,0.09442790301999147,0.2215568862275449,0.06
6,0.07386460473746925,0.0432812008127522,0.062377219318012586,2.648922415567945,0.018072667894971223,0.05067072923135337,0.09467861666479613,0.07248883867178699,2.3619677826730436,0.05958777174919282,0.02071047560959733,0.03504182158522744,0.02799223270285365,1.4288759102256818,0.016919556840077066,0.7287516600265604,0.09803488628836388,0.2677925211097708,0.06
7,0.06556979116326599,0.0444688492688092,0.05840009831018175,2.735592227321551,0.024533342414851306,0.040865210162289674,0.08643119398438376,0.06430511417648968,2.257797651588203,0.06210495217313558,0.014706709798688766,0.03842799050181903,0.026823971761773834,1.3494823988929623,0.028452146408802753,0.7363877822045153,0.09895596913300046,0.3087818696883853,0.05891891891891892
8,0.05452885385117662,0.044171937154794956,0.052202584877708444,2.7000943135811557,0.030346302684124,0.03166226499873766,0.08612015199371503,0.05994233716996017,2.111254387024041,0.07351518958314637,0.009135783365756836,0.03388282416084074,0.022723101043148744,1.249195682291222,0.028591385840006145,0.7437583001328021,0.10193158017221317,0.36683417085427134,0.05918918918918919
9,0.044000324635799205,0.05503248146982228,0.05063855669155555,2.482296650717703,0.05101104301743789,0.0250910050296116,0.07888602074682145,0.05398112466737029,1.9308476656803055,0.07126454326387227,0.0027680417223621273,0.027110486327657543,0.016973990105757272,1.0793427100474817,0.023739254362807716,0.74867197875166,0.10710073130455296,0.42115027829313545,0.06135135135135135
10,0.03771677739944591,0.04391795209340926,0.042713741538061546,2.3550875425784303,0.03933098557322569,0.020561225561649688,0.0728960574626028,0.049379669847319126,1.796094753194508,0.06882717133244186,-0.003160421510692877,0.017383818933642395,0.009924118898241468,0.9073156154075126,0.013530333698373406,0.751925630810093,0.11005240590757503,0.463855421686747,0.06243243243243243
11,0.0318345980603011,0.046039263944137605,0.04029324225282421,2.2215820616630335,0.04659230482398928,0.013497960848389577,0.06690609417838418,0.04318370275360351,1.524699617520865,0.06871617835264687,-0.004150407692048004,0.01611114950952531,0.009378706912223247,0.8696155205844858,0.013307587456462239,0.7550464807436919,0.11300793459966339,0.5119825708061002,0.06351351351351352
12,0.02431743478693931,0.04366396703202359,0.0351037137371759,1.955748876323039,0.04805721912662933,0.008783648195174416,0.06441775825303425,0.03995653107727399,1.3414424519534534,0.07047244230523374,-0.008634762458178631,0.011452311168816634,0.006143010389664555,0.7270500477783844,0.009322326014270452,0.7577689243027889,0.11756168359941943,0.5599078341013825,0.06567567567567567
13,0.021800400630088573,0.04094883095326675,0.03258840670760322,1.903358454224437,0.04640906702008546,0.006106776722248044,0.060294046912828074,0.03676923997632009,1.2441959855695663,0.06899548557831296,-0.010098188022192235,0.009975146388400663,0.005996572905240435,0.6683938062744834,0.008934886091666386,0.7591633466135458,0.11730348016549039,0.589242053789731,0.06513513513513514
14,0.018110988552899034,0.040651918839252496,0.03034887605222957,1.7701623656757393,0.049032253033976236,0.004647422272594983,0.059983004922159334,0.03600717105532379,1.1905247861920556,0.07125055575270332,-0.011443745193167057,0.005429980047422359,0.003928385596174298,0.6154977401487877,0.0027044548580811567,0.7604249667994688,0.11827956989247311,0.6173469387755102,0.0654054054054054
15,0.01730825275848203,0.04336705491800934,0.031009419225485817,1.7408846147772672,0.05400027567159023,0.0036020692223250154,0.061733818601593694,0.03625991288881432,1.1470518385030342,0.07526408370307185,-0.011955818770004002,0.004793645335363819,0.0037404075219879098,0.5969578303680046,0.0020703933747411862,0.7609561752988048,0.1193737769080235,0.6288659793814433,0.06594594594594595
16,0.01784795977467324,0.045191454654723406,0.03221000232079192,1.7820541833699726,0.05639549495774564,0.001699935627913686,0.06017860864824999,0.034777598082411175,1.068822705068688,0.07506759259259263,-0.011870145538780616,0.009543307032641002,0.006189444950206634,0.5930865987094361,0.010457288985876667,0.7620849933598938,0.12202891448174469,0.6535433070866141,0.0672972972972973
17,0.01675268285664747,0.05244612654895116,0.034595536870349025,1.7147443968773608,0.068218954248366,0.0006914389647696036,0.062125026053775,0.03536304505552412,1.0270938553383817,0.07798898561023274,-0.012257911690215704,0.010906799813326581,0.006914587767830384,0.5881422850310637,0.012620449769427139,0.7628154050464807,0.12622309197651663,0.6649484536082474,0.06972972972972973
18,0.017154050753855968,0.05787639870646481,0.037078331327065124,1.7294689779590553,0.07630508715815258,-9.566812599534624e-05,0.06088085809110004,0.0345334060721111,0.9963105379235708,0.07643238873003337,-0.012757107202326493,0.007520630896734978,0.005078727752709911,0.5755856826819445,0.006926223879841847,0.7632138114209828,0.1281173594132029,0.6717948717948717,0.07081081081081081
19,0.01692274774691688,0.06602180694273532,0.04029779312438127,1.712623500901013,0.08915957549520781,-0.0006942027106316903,0.061387503807859414,0.03465560315495146,0.9736446075967572,0.07721769555570399,-0.012750668169963415,0.011952125237982905,0.007452655556308132,0.5785634204540105,0.014383663533707486,0.7638114209827357,0.13095528951869043,0.6819338422391857,0.07243243243243243
20,0.015256038041413202,0.07145207910024898,0.041538786183540594,1.6362405575470393,0.099362749539428,-0.0021495178394093963,0.05777043818441263,0.03243196033907697,0.9199509711484065,0.07286099003096415,-0.012750668169963415,0.012792955306340337,0.007773691460943137,0.5785634204540105,0.015754953005612277,0.7643426294820718,0.13290984607867087,0.6921119592875318,0.07351351351351351
21,0.01556444205066532,0.07145207910024898,0.04174707612313651,1.6575596527593786,0.09922902494331065,-0.003194870889679364,0.05777043818441263,0.03183664360735187,0.8814739343323135,0.07449020214977663,-0.012658555906376951,0.012792955306340337,0.007674312331399426,0.5774790566381351,0.015869142610803383,0.7646082337317397,0.1330398630471998,0.699228791773779,0.07351351351351351
