epoch,accuracy,Model_training_time,Full_training_time
21,83.16733067729083,0.1733701229095459,141.86995816230774
22,83.21381142098274,0.1743302345275879,141.86995816230774
23,83.22045152722444,0.1772150993347168,141.86995816230774
24,83.24037184594954,0.1744148731231689,141.86995816230774
25,83.30677290836654,0.1869330406188964,141.86995816230774
26,83.32669322709164,0.1667349338531494,141.86995816230774
27,83.38645418326693,0.1446669101715088,141.86995816230774
28,83.44621513944223,0.1637201309204101,141.86995816230774
29,83.38645418326693,0.1454918384552002,141.86995816230774
30,83.47941567065072,0.1553642749786377,141.86995816230774
31,83.49933598937584,0.175612211227417,141.86995816230774
32,83.51925630810094,0.1480867862701416,141.86995816230774
33,83.53253652058433,0.170644998550415,141.86995816230774
34,83.63877822045153,0.1558830738067627,141.86995816230774
35,83.52589641434263,0.1651430130004882,141.86995816230774
36,83.53253652058433,0.1468596458435058,141.86995816230774
37,83.54581673306772,0.1636078357696533,141.86995816230774
38,83.62549800796813,0.1497890949249267,141.86995816230774
39,83.61885790172643,0.1609747409820556,141.86995816230774
40,83.66533864541833,0.1780858039855957,141.86995816230774
41,83.77158034528553,0.1443278789520263,141.86995816230774
42,83.86454183266932,0.1691231727600097,141.86995816230774
43,83.92430278884463,0.1801140308380127,141.86995816230774
44,83.92430278884463,0.1552209854125976,141.86995816230774
45,83.87782204515273,0.1528468132019043,141.86995816230774
46,83.88446215139442,0.1706712245941162,141.86995816230774
47,83.88446215139442,0.1908080577850341,141.86995816230774
48,83.99734395750332,0.1848940849304199,141.86995816230774
49,83.97078353253652,1.6626300811767578,141.86995816230774
50,84.01062416998673,0.1853470802307129,141.86995816230774
51,83.97078353253652,0.1980080604553222,141.86995816230774
52,83.99070385126161,0.1701300144195556,141.86995816230774
53,83.97742363877822,0.175541877746582,141.86995816230774
54,83.99734395750332,0.2102541923522949,141.86995816230774
55,84.03718459495352,0.1713969707489013,141.86995816230774
56,84.00398406374502,0.1676681041717529,141.86995816230774
57,84.05046480743692,0.1583070755004882,141.86995816230774
58,84.02390438247012,0.1450302600860595,141.86995816230774
59,84.03718459495352,0.1480813026428222,141.86995816230774
60,84.01062416998673,0.1624960899353027,141.86995816230774
61,84.04382470119522,0.1624510288238525,141.86995816230774
62,84.01062416998673,0.1626272201538086,141.86995816230774
63,84.03054448871183,0.1530628204345703,141.86995816230774
64,84.00398406374502,0.1655800342559814,141.86995816230774
65,83.98406374501992,0.1666009426116943,141.86995816230774
66,83.99734395750332,0.1768898963928222,141.86995816230774
67,84.02390438247012,0.1610817909240722,141.86995816230774
68,84.05046480743692,0.1757009029388427,141.86995816230774
69,84.01062416998673,0.3834829330444336,141.86995816230774
70,83.95086321381142,0.1873164176940918,141.86995816230774
71,84.10358565737052,0.1754238605499267,141.86995816230774
72,84.05046480743692,0.1783118247985839,141.86995816230774
73,83.91102257636122,0.1792027950286865,141.86995816230774
74,83.95750332005312,0.1792070865631103,141.86995816230774
75,84.10358565737052,0.1728577613830566,141.86995816230774
76,83.93094289508632,0.1642639636993408,141.86995816230774
77,84.09030544488712,0.1924309730529785,141.86995816230774
78,84.05710491367861,0.1855039596557617,141.86995816230774
79,83.86454183266932,0.184528112411499,141.86995816230774
