epoch,SPD_gender,EOD_gender,AOD_gender,DI_gender,DcI_gender,Accuracy,F1_score,Precision,Recall
1,-0.03267789919799968,-0.07959354655813061,0.06248405535511488,0.8926249421605459,0.06429101064623888,0.5385332091042193,0.5266894197952219,0.8993006993006993,0.3723938223938224
2,-0.034157417951387825,-0.13066410007188495,0.06538984405658047,0.9064051473690027,0.110505155575369,0.6235857846399574,0.6362233084641111,0.9533538936006168,0.4774131274131274
3,-0.010866732600400941,-0.15033120209782425,0.0777943087009877,0.9788768763127738,0.09713883553786884,0.8054039664581393,0.8375194487663926,0.9869041382922996,0.7274131274131274
4,-0.020233197054805085,-0.17745699561603345,0.0938243107232502,0.9636646929371125,0.1091567911134873,0.8440037268734194,0.8736524363949979,0.9892578125,0.7822393822393823
5,0.02208627742547331,-0.14052549382903545,0.0779349951829058,1.0354985902689082,0.07668815558679798,0.9337148941834155,0.9499497487437185,0.9907756813417191,0.9123552123552123
6,0.03416314942696852,-0.12309087365468929,0.06794768910082154,1.0548539928267613,0.0660407528552377,0.9410355384001065,0.9557309883081844,0.9906774394033562,0.9231660231660231
7,0.06574532108451703,-0.08137231823750368,0.04791077981328136,1.1056704201580525,0.043374429468453046,0.9591374950086516,0.9697208797711805,0.9913288969550312,0.949034749034749
8,0.07128932662852261,-0.07421167066589718,0.04477808360133666,1.1145811287154044,0.039651843593522584,0.9620657526953281,0.9719570992817081,0.9911699779249448,0.9534749034749035
9,0.08122233656153244,-0.06082437303202426,0.0380844347844002,1.1305461482139925,0.03248093712656408,0.9677891654465594,0.9762884577699393,0.9912455232789494,0.9617760617760618
10,0.08745934279853873,-0.0530410604541911,0.03508803364320072,1.1405706953410133,0.02866496912657379,0.9708505257553574,0.9785986514218703,0.9908964971304176,0.9666023166023165
11,0.09037927568078319,-0.04919053549190533,0.03316277116205783,1.145190521578009,0.026624003601705915,0.9728470650871822,0.9800936768149884,0.9909234411996843,0.9694980694980695
12,0.09346534880454471,-0.04576587795765874,0.0323092541793194,1.1502239629448108,0.025234176318584933,0.9743111939305205,0.9811872502193195,0.9909430990352431,0.9716216216216216
13,0.09438934972854562,-0.044520547945205435,0.03168658917309275,1.1517090810377029,0.02458259180862621,0.9748436044190071,0.9815843320666472,0.9909502262443439,0.9723938223938224
14,0.0969952122590313,-0.04078455790784563,0.02989148088107732,1.155740169355903,0.022436109727217768,0.9759084253959803,0.9823912831987548,0.9901941557168072,0.9747104247104247
15,0.097688212952032,-0.03985056039850565,0.02942448212640733,1.1568528845382098,0.02194982038101323,0.9763077332623453,0.9826881929585684,0.9901999215993728,0.9752895752895753
16,0.09907421433803343,-0.037982565379825695,0.028490484617067352,1.1590783149028232,0.020978622974422323,0.9771063489950752,0.9832814930015552,0.9902114330462021,0.9764478764478765
17,0.09953621480003383,-0.03735990037359904,0.028179152113954026,1.159820125024361,0.020655299065229116,0.9773725542393186,0.9834791059280855,0.9902152641878669,0.9768339768339769
18,0.10014614537227595,-0.03611457036114574,0.027145302897201056,1.1607184107184105,0.0197571871443607,0.9777718621056835,0.9837785332685769,0.9900293255131964,0.9776061776061776
19,0.10130114652727717,-0.034557907845579106,0.02636697163941774,1.1625720012816787,0.01895078688432572,0.9784373752162918,0.9842718446601941,0.9900390625,0.9785714285714285
20,0.10245614768227829,-0.033001245330012474,0.025588640381634425,1.1644255918449467,0.018145655946280592,0.9791028883269001,0.9847646773410965,0.9900487804878049,0.9795366795366796
21,0.10407314929927991,-0.031133250311332517,0.025102270446152996,1.1670206186335217,0.01733506480279079,0.9797684014375083,0.9852598913886734,0.9898674980514419,0.9806949806949807
22,0.10545915068528133,-0.02926525529265256,0.024168272936813017,1.1692449273094434,0.01637240349478053,0.9805670171702383,0.9858499709245977,0.9898793304787855,0.9818532818532818
23,0.10707615230228296,-0.027085927770859275,0.023078609175916375,1.1718399540980187,0.015251589607218063,0.9814987355250898,0.9865375302663438,0.9898931000971817,0.9832046332046332
24,0.10730715253328316,-0.02677459526774595,0.022922942924359712,1.1722106722106722,0.015091674299310465,0.9816318381472116,0.9866356769320163,0.9898950641274776,0.9833976833976834
25,0.10831422357804266,-0.02584059775840597,0.02286712838021604,1.1739145173335794,0.014864305080818485,0.9821642486356982,0.9870255615801704,0.9900932400932401,0.983976833976834
26,0.10831422357804266,-0.02584059775840597,0.02286712838021604,1.1739145173335794,0.014864305080818485,0.9821642486356982,0.9870255615801704,0.9900932400932401,0.983976833976834
27,0.10970022496404397,-0.023972602739726012,0.02193313087087606,1.1761399476981926,0.013906767109055362,0.9829628643684281,0.9876137023417844,0.990104772991851,0.9851351351351352
28,0.11016222542604448,-0.02334993773349936,0.021621798367762735,1.1768817578197306,0.013587987696581538,0.9832290696126714,0.9878095975232197,0.9901086113266098,0.9855212355212355
29,0.11016222542604448,-0.02334993773349936,0.021621798367762735,1.1768817578197306,0.013587987696581538,0.9832290696126714,0.9878095975232197,0.9901086113266098,0.9855212355212355
30,0.11108622635004539,-0.022104607721046055,0.020999133361536082,1.178365378062806,0.012951027612117638,0.983761480101158,0.988201160541586,0.9901162790697674,0.9862934362934362
31,0.11131722658104559,-0.021793275217932728,0.02084346710997942,1.178736283123575,0.012791912191957189,0.9838945827232797,0.9882990039648004,0.9901181941484208,0.9864864864864865
32,0.11131722658104559,-0.021793275217932728,0.02084346710997942,1.178736283123575,0.012791912191957189,0.9838945827232797,0.9882990039648004,0.9901181941484208,0.9864864864864865
