epoch,Model_training_time,Full_training_time,Loss
1,3.986328125,350.814977645874,0.16426196694374084
2,3.832632064819336,350.814977645874,0.09286034852266312
3,3.8797688484191895,350.814977645874,0.12227177619934082
4,4.005557060241699,350.814977645874,0.08699304610490799
5,3.8211636543273926,350.814977645874,0.08357017487287521
6,3.8227529525756836,350.814977645874,0.14768542349338531
7,4.012098789215088,350.814977645874,0.1789615899324417
8,4.052896022796631,350.814977645874,0.10596323013305664
9,4.044137001037598,350.814977645874,0.2166348546743393
10,4.0228941440582275,350.814977645874,0.17804966866970062
11,4.04357123374939,350.814977645874,0.09848444908857346
12,3.834406852722168,350.814977645874,0.08682017028331757
13,3.831531047821045,350.814977645874,0.13317881524562836
14,4.015896797180176,350.814977645874,0.13931861519813538
15,3.833983898162842,350.814977645874,0.09151505678892136
16,3.8149709701538086,350.814977645874,0.16004198789596558
17,4.0042009353637695,350.814977645874,0.18027152121067047
18,3.8226749897003174,350.814977645874,0.12827840447425842
19,3.826107978820801,350.814977645874,0.11410103738307953
20,3.999281883239746,350.814977645874,0.06630485504865646
21,3.8203017711639404,350.814977645874,0.11454711854457855
22,3.8111460208892822,350.814977645874,0.1373497098684311
23,4.0131731033325195,350.814977645874,0.10909071564674377
24,3.9953880310058594,350.814977645874,0.1708773672580719
25,3.8415708541870117,350.814977645874,0.12419547140598297
26,3.805198907852173,350.814977645874,0.1314493715763092
27,4.00796103477478,350.814977645874,0.22926457226276398
28,3.8095719814300537,350.814977645874,0.05306055769324303
29,3.831218957901001,350.814977645874,0.09908279031515121
30,4.006835222244263,350.814977645874,0.1178881824016571
31,3.8183162212371826,350.814977645874,0.2019917517900467
32,3.8135249614715576,350.814977645874,0.1472407728433609
33,4.033172845840454,350.814977645874,0.11644721776247025
34,3.79028582572937,350.814977645874,0.09971675276756287
35,3.831115961074829,350.814977645874,0.14011043310165405
36,3.9879188537597656,350.814977645874,0.1331811547279358
37,3.830842971801758,350.814977645874,0.10792677104473114
38,3.810559034347534,350.814977645874,0.0723612830042839
39,4.0155980587005615,350.814977645874,0.07966534048318863
40,3.818058967590332,350.814977645874,0.10727044939994812
41,3.8342525959014893,350.814977645874,0.1531410813331604
42,4.003854751586914,350.814977645874,0.0896947979927063
43,4.015445709228516,350.814977645874,0.10065516084432602
44,3.820512056350708,350.814977645874,0.07326102256774902
45,3.82023286819458,350.814977645874,0.08643137663602829
46,4.002177000045776,350.814977645874,0.05194378271698952
47,3.824747085571289,350.814977645874,0.18219147622585297
48,3.8264927864074707,350.814977645874,0.15212960541248322
49,4.0212390422821045,350.814977645874,0.12375137954950333
50,3.818983793258667,350.814977645874,0.13676637411117554
51,3.826683282852173,350.814977645874,0.07204770296812057
52,4.022151947021484,350.814977645874,0.038623493164777756
53,3.8236887454986572,350.814977645874,0.08720194548368454
54,3.8220908641815186,350.814977645874,0.08249514549970627
55,4.037602186203003,350.814977645874,0.18731608986854553
56,3.822312116622925,350.814977645874,0.08760502934455872
57,3.827091932296753,350.814977645874,0.1369621455669403
58,4.015317916870117,350.814977645874,0.13487675786018372
59,3.863913059234619,350.814977645874,0.1364051252603531
60,3.833185911178589,350.814977645874,0.1766776442527771
61,4.028745174407959,350.814977645874,0.17807170748710632
62,4.027191162109375,350.814977645874,0.12918728590011597
63,3.8378782272338867,350.814977645874,0.17261119186878204
64,4.035928010940552,350.814977645874,0.10288871079683304
65,4.040593862533569,350.814977645874,0.09458670020103455
66,3.83762788772583,350.814977645874,0.07813017815351486
67,3.827294111251831,350.814977645874,0.09996813535690308
68,4.020801067352295,350.814977645874,0.13186536729335785
69,3.8498358726501465,350.814977645874,0.14028902351856232
70,3.838165044784546,350.814977645874,0.10359018296003342
71,4.045082092285156,350.814977645874,0.1117294579744339
72,3.8624141216278076,350.814977645874,0.07963719964027405
73,3.8647348880767822,350.814977645874,0.056328561156988144
74,4.041533946990967,350.814977645874,0.08328240364789963
75,3.8435442447662354,350.814977645874,0.09177663177251816
76,3.841474771499634,350.814977645874,0.06631219387054443
77,4.038351058959961,350.814977645874,0.12169017642736435
78,3.8455629348754883,350.814977645874,0.090718112885952
79,3.866978168487549,350.814977645874,0.04538954421877861
80,4.065926790237427,350.814977645874,0.2019091248512268
