epoch,SPD_gender,EOD_gender,AOD_gender,DI_gender,DcI_gender,F1_score,Precision,Recall
21,-0.0016797312430011369,0.0,0.003333333333333355,0.9983202687569989,0.08986642314802318,0.8218210361067504,0.6975349766822119,1.0
22,-0.007838745800671898,0.0,0.015555555555555545,0.9921612541993281,0.09289844798190772,0.8235988200589971,0.7001003009027081,1.0
23,-0.016354528476428265,0.0,0.03571463003133285,0.9835645752574064,0.09725454893622909,0.828486646884273,0.707193515704154,1.0
24,-0.028164550275729505,0.0,0.0683875632682574,0.9712938237574296,0.1036815822508883,0.8389423076923077,0.722567287784679,1.0
25,-0.02389333867368748,0.0,0.07349481802844055,0.9751272588870836,0.1021032289342444,0.8481166464155528,0.7362869198312236,1.0
26,-0.009439474097598044,0.0,0.06328512894673416,0.989879754683402,0.09514237855946395,0.8581967213114754,0.7516152189519024,1.0
27,0.03338793110575644,0.0,0.01741624487828397,1.038215857293819,0.07232795203671039,0.8763339610797237,0.7798882681564245,1.0
28,0.04902683987297052,0.0,0.010831525668835884,1.0585918802011285,0.06305226240140138,0.8918228279386713,0.8047655649500385,1.0
29,0.05993889213984993,0.0,0.004933718968426121,1.0737290711589071,0.056189621308401216,0.9018087855297157,0.8211764705882353,1.0
30,0.06697061365997681,0.0,0.005649554109423971,1.0846858693480412,0.05128803230650347,0.9124183006535947,0.8389423076923077,1.0
31,0.07288251435143633,0.0,0.008587611472644002,1.0948172732064043,0.04678119035224704,0.9236876929863256,0.8581967213114754,1.0
32,0.0761900737391451,0.0,0.011260544709568554,1.1009518477043672,0.04406123466808687,0.9310804802134282,0.8710482529118136,1.0
33,0.08658125774527425,0.0,0.00530971318389975,1.1181887493745681,0.036395277451560126,0.941123595505618,0.8887945670628183,1.0
34,0.0957093132531116,0.0,0.001937816341287063,1.1336422140384228,0.029590010136519518,0.9481548562372651,0.9014205768402928,1.0
35,0.09819652809611168,0.0,0.001819715594119059,1.139675108225391,0.02696709673160358,0.9557279780921953,0.9152097902097902,1.0
36,0.10550154469132356,0.0,0.005613400819474576,1.1523772310174447,0.02144819880618265,0.9598899839559936,0.9228735125605994,1.0
37,0.11254612715616041,0.0,0.013073029645697759,1.1648963088982687,0.016061925495887697,0.9636447307869306,0.9298401420959147,1.0
38,0.12063244614249746,0.0,0.020426608821402736,1.1802094998133632,0.00954628105328259,0.969220087942606,0.9402784014369107,1.0
39,0.12573686323395805,0.0,0.024579416726922154,1.1904015357542794,0.005252859231031581,0.9732744596792936,0.9479402444545043,1.0
40,0.1272994680162085,0.0,0.024420342251144853,1.1942153335566434,0.0036552953154429524,0.9759962712654393,0.9531178880291307,1.0
41,0.12808077040733368,0.0,0.02434080501325621,1.1961437928725374,0.0028492163241339297,0.977362893815636,0.9557279780921953,1.0
42,0.12942198321279264,0.0,0.025372378886478676,1.1989475378769159,0.0016793146846240115,0.9785046728971962,0.9579139981701739,1.0
43,0.12934389890562548,0.0,0.023044107013738248,1.1998355041393631,0.0013094421078693186,0.9807962529274004,0.9623161764705882,1.0
44,0.12736469137866568,0.0,0.01857315015666426,1.1970273588713114,0.0024807069348419253,0.9821763602251407,0.9649769585253456,1.0
