epoch,SPD_gender,EOD_gender,AOD_gender,DI_gender,DcI_gender,Accuracy,F1_score,Precision,Recall
1,0.03394528080457726,-0.02171480930251396,0.12814098260913287,1.0766537404835277,0.004924833613207058,0.39571409556768267,0.4753871042292581,0.5921128382268278,0.3971042471042471
2,0.06457849422673545,-0.046784036489181835,0.19240639828040113,1.1539056329475492,0.04795675949865974,0.44363103953147875,0.5146307477937762,0.6456876456876457,0.4277992277992278
3,0.06684982721414884,-0.061373001650315395,0.2107870256095897,1.1616171980636674,0.06704977272491941,0.4589378410754692,0.5260580622595313,0.664115395937592,0.4355212355212355
4,0.06733003780742475,-0.06289739189421784,0.21312107084698173,1.1631498024192088,0.06920741997652302,0.4604019699188074,0.5270648623425105,0.6659787735849056,0.4361003861003861
5,0.08292429460771167,-0.07903162935738944,0.24816474508438666,1.2059523822394336,0.0966529052430446,0.49181418873951815,0.5541802895843063,0.7012411347517731,0.4581081081081081
6,0.0766975179663622,-0.13245932428191037,0.2919756835564007,1.1888668965235092,0.15777721713965587,0.5555703447357913,0.6100665654560318,0.7720957729825598,0.5042471042471043
7,0.009973638114341654,-0.19948883252842486,0.2562532009553494,1.0230785347064417,0.19894192660738863,0.6262478370823905,0.6684769775678867,0.8604863221884499,0.5465250965250965
8,-0.060034377245432535,-0.2624710182344662,0.21797145007751206,0.8740780914693957,0.22182029553621196,0.6837481698389458,0.7205363443895554,0.9220349187236604,0.5913127413127414
9,-0.09031485099324299,-0.29698020127772884,0.21206904506236723,0.8213897605201952,0.2340736079545772,0.7135631571941967,0.7494177922682814,0.9442488262910798,0.6212355212355213
10,-0.0979173994249371,-0.3059797355445534,0.212092536457194,0.808965073670956,0.23769489381532516,0.7187541594569413,0.7545021494132682,0.9474759264662971,0.6268339768339768
11,-0.10015231214979964,-0.30966889914851836,0.21300541974812714,0.8061489593404486,0.23889052466182958,0.7226141354984693,0.7584608252202133,0.9489559164733179,0.6316602316602317
12,-0.11008880449835223,-0.3184134191902317,0.20256952646831944,0.7948959897467797,0.2335176492047093,0.7463064022361241,0.7818223443223443,0.9603487064116986,0.6592664092664092
13,-0.10379390310294828,-0.31116038433111604,0.183577898074242,0.8202937534095773,0.20713096832883982,0.8019432982829762,0.8359426681367145,0.9745501285347044,0.7318532818532818
14,-0.07013171366186444,-0.27059160769067225,0.15557451090842805,0.8855461935933489,0.16426357897762356,0.8626380939704512,0.8911392405063292,0.9823255813953489,0.8154440154440155
15,-0.02374506802898757,-0.20911546132895942,0.12293659734214074,0.9616416557055827,0.12216233648824304,0.898309596699055,0.9214638157894737,0.9854881266490765,0.8652509652509652
16,-0.0028253272600006207,-0.18145685893347097,0.10907085278106428,0.9954451432932445,0.10494939463394126,0.9121522693997072,0.9328449328449329,0.9862306368330465,0.8849420849420849
17,-0.0009773254119987973,-0.17896619890856436,0.10782552276861097,0.9984244029813649,0.10344352552465885,0.9132170903766804,0.9337128914192762,0.9862542955326461,0.8864864864864865
18,0.006645682211008919,-0.1686922263058247,0.10268853646724115,1.010713849194862,0.09727479218074553,0.917609476906695,0.9372783463370149,0.9863510343356793,0.8928571428571429
19,0.034051639579277815,-0.1312177910072998,0.0830560636702616,1.0548686338160023,0.07500374075965255,0.9342473046719021,0.9505505505505506,0.9871101871101872,0.9166023166023166
20,0.06223366776130601,-0.09280935819943514,0.06292014875527993,1.1002793512914972,0.05319479193797483,0.9515506455477173,0.9640031645569621,0.9882400648824007,0.9409266409266409
21,0.0879395533918147,-0.05739971549777767,0.043872444682875544,1.1415568948430426,0.03357148954373379,0.9677891654465594,0.976339460305045,0.9891045958795562,0.9638996138996139
22,0.09902756447982586,-0.04214442284522468,0.0357971707827405,1.1594053414073637,0.025394964725212188,0.9744442965526421,0.981315687037758,0.9894034536891679,0.9733590733590733
23,0.10087556632782768,-0.039653762820318184,0.03455184077028725,1.1623800825014172,0.024096844158525754,0.9755091175296153,0.9821081291326332,0.9894200626959248,0.974903474903475
24,0.10133756678982819,-0.03903109781409153,0.034240508267173925,1.1631237677749307,0.023772825894049165,0.9757753227738587,0.9823060470542485,0.9894242068155111,0.9752895752895753
25,0.10410956956183093,-0.035295107776731616,0.03237251324849397,1.167585879416011,0.021833001183483414,0.9773725542393186,0.9834919401825597,0.9894490035169988,0.9776061776061776
26,0.1077225031370761,-0.029576587795765885,0.028170370536435455,1.173314022227615,0.018409493380318054,0.9805670171702383,0.9858472276075999,0.990070093457944,0.9816602316602316
27,0.11095650637107923,-0.025217932752179317,0.02599104301464217,1.1785171886233028,0.01616967669815561,0.9824304538799414,0.9872216844143271,0.9900970873786408,0.9843629343629343
28,0.11358057903284036,-0.022727272727272707,0.026052152360432283,1.1828314275230352,0.015454212979556847,0.983362172234793,0.9879098558854821,0.9899205272339601,0.9859073359073359
29,0.11404257949484087,-0.02241594022415938,0.02634411368273417,1.1835751127965488,0.01544858720165565,0.983362172234793,0.9879121941785127,0.9897306723503198,0.9861003861003861
30,0.11404257949484087,-0.02241594022415938,0.02634411368273417,1.1835751127965488,0.01544858720165565,0.983362172234793,0.9879121941785127,0.9897306723503198,0.9861003861003861
31,0.11404257949484087,-0.02241594022415938,0.02634411368273417,1.1835751127965488,0.01544858720165565,0.983362172234793,0.9879121941785127,0.9897306723503198,0.9861003861003861
32,0.11381157926384067,-0.022727272727272707,0.026499779934290833,1.183203270159792,0.015607796272512853,0.9832290696126714,0.9878143133462283,0.9897286821705427,0.9859073359073359
