epoch,Data_selection_execution_time
1,0.004540920257568359
21,1.4042658805847168
41,1.386361837387085
61,1.4063689708709717
81,1.1155359745025635
101,1.1087710857391357
121,1.4333338737487793
141,1.5122168064117432
