epoch,Data_selection_execution_time
21,1.6976830959320068
41,1.6559727191925049
61,1.660477876663208
81,1.8595759868621826
101,1.7119429111480713
121,1.7484543323516846
141,1.744793176651001
161,1.7204301357269287
181,1.8801920413970947
201,1.739389181137085
221,1.677381992340088
241,1.7264859676361084
261,1.6768360137939453
