epoch,SPD_gender,EOD_gender,AOD_gender,DI_gender,DcI_gender,SPD_age,EOD_age,AOD_age,DI_age,DcI_age,Accuracy,F1_score,Precision,Recall
1,0.2044589895684189,0.311409110259685,0.22138696982800526,1.3407649826140315,0.20681311684177017,0.08729808734955613,0.04747118788864513,0.08926304191546075,1.114936864039377,0.24114746778445884,0.4946873722926032,0.6066486400508988,0.4845020325203252,0.811144193960017
2,0.2036408263448558,0.3203490847169008,0.22093569721409345,1.3394013772414264,0.2138897738133163,0.08979164999083422,0.04916664613059296,0.08595273633227224,1.1185468299381203,0.24349834423739108,0.5040866366979976,0.6137195607194016,0.4903357070193286,0.8200765631646108
3,0.11466557578236858,0.3186462324393359,0.18340448104906426,1.1911092929706144,0.2582235153174739,0.2384981874797487,0.06787993789891322,0.18782064550831895,1.4026132768841302,0.1805648863509125,0.5913363302002452,0.6580027359781122,0.550185873605948,0.8183751595065929
4,0.2727347105747596,0.3152405278842061,0.2614260382203183,1.681836776436899,0.1793189074139767,0.29372186031604175,0.0821319730238137,0.22220429693130334,1.5626918784706194,0.1537851627137342,0.6301593788312219,0.6791917759659696,0.5821938620480097,0.8149723521905572
5,0.23469012067907546,0.31396338867603235,0.22476384656898732,1.5867253016976886,0.2013939838591342,0.33647771994594433,0.08989050165520751,0.24445711919167823,1.728170732104233,0.12474193330640226,0.6669391091131999,0.7012463343108504,0.6161030595813205,0.8136962994470438
6,0.149601145428513,0.2977862920391656,0.1555204426075093,1.3740028635712824,0.24424146147736314,0.43633352377899903,0.145034788108792,0.3090902678534346,2.3387250915944353,0.06879511974213481,0.7364119329791582,0.7440476190476192,0.6972852361472667,0.7975329646958741
7,0.12873798322765384,0.2977862920391656,0.17559918276498962,1.3218449580691345,0.2596270774219699,0.4578016910839845,0.160484487049952,0.31948317846168384,2.5566561775177647,0.054066365187285026,0.7572537801389456,0.7594167679222357,0.7247777348279861,0.7975329646958741
8,0.519533646962569,0.8212005108556832,0.5308758459790227,0.0,0.7891184291266107,0.4480501934340863,0.1598782621553021,0.28927039941848437,2.5477508129191957,0.053124681964308196,0.7889252145484267,0.7887957472909425,0.7594488188976378,0.8205019140791153
9,0.5211699734096953,0.8233290762026394,0.5325306798336031,0.0,0.7898713498060036,0.4471521633017831,0.1553159680294406,0.2877599513675362,2.533552031323788,0.0501102969373971,0.7893338782182264,0.7895488875280671,0.7590266875981162,0.8226286686516376
10,0.5242380854980568,0.8275862068965517,0.5356434971490632,0.0,0.7915309446254072,0.44822849603013526,0.15391622924829762,0.2880615231974741,2.5241045869286793,0.04913330849101882,0.7903555373927258,0.7912087912087912,0.758486149044089,0.8268821777966823
11,0.5297606872571078,0.8416347381864623,0.5414866604318138,0.0,0.8005669163798339,0.4483666930750581,0.1516145461116999,0.28282176941005627,2.496854959958271,0.048484848484848686,0.798324478953821,0.8002428658166363,0.7633204633204633,0.8409187579753297
12,0.5295561464512171,0.8420604512558536,0.5413058161791079,0.0,0.8011340623734305,0.44714999091776375,0.15224705718064357,0.281208939939232,2.4907081401127122,0.050051396512207136,0.7989374744585206,0.8008097165991902,0.7640015449980687,0.8413441088898341
13,0.5127838003681735,0.8322690506598552,0.5247959426527623,0.0,0.8051894563426689,0.41362375545372826,0.1357680902272932,0.2411120050586692,2.377015208184169,0.055070374572309344,0.8062934205149163,0.8048579662412516,0.7798165137614679,0.8315610378562314
14,0.5003068112088361,0.8220519369944658,0.5124039212531384,0.0,0.805422314911366,0.38438497051155796,0.10900055036677425,0.20774983340054792,2.269055220762225,0.04861711392470758,0.8089497343686146,0.8050865124035856,0.7894521668029436,0.8213526159081243
15,0.500511352014727,0.8220519369944658,0.5126007716468391,0.0,0.8052543786488741,0.38396603460875106,0.10900055036677425,0.20744061880561906,2.2659211665899015,0.04913358032614723,0.8087454025337147,0.8049187161317217,0.7891295463833266,0.8213526159081243
16,0.4908979341378605,0.8169433801617709,0.5031567294509642,0.0,0.8081701410823331,0.3570403373277905,0.08789193096593484,0.1754403067890952,2.161110742781248,0.047647501130339553,0.8134450347364119,0.8078299305409388,0.7995833333333333,0.8162484049340706
17,0.478625485784414,0.800340570455513,0.4907214663301187,0.0,0.801876732778844,0.3314717116330662,0.06322399927713018,0.1500689052753535,2.075031216940393,0.04020631237478145,0.8097670617082141,0.8015348539756982,0.8034188034188035,0.7996597192683964
18,0.4671712006545306,0.7922520221370796,0.47939372760397286,0.0,0.803367148715735,0.31076989456751936,0.05313750133484474,0.1258964259747336,2.0106372456848347,0.043055206344244534,0.8134450347364119,0.8030204962243798,0.8147985989492119,0.7915780518928116
19,0.450398854571487,0.7722435078756917,0.4624997066937514,0.0,0.7971874313337728,0.27887929716358506,0.025340693462135633,0.09309953391742871,1.9081649145013335,0.035404164348897926,0.8109930527176133,0.7968372501647265,0.8237965485921889,0.7715865589111016
20,0.45121701779505013,0.7739463601532567,0.4633511328325339,0.0,0.7982436882546652,0.2780213725824081,0.022077100634975366,0.09146773750384858,1.9016807287421307,0.03335070076952107,0.811810380057213,0.7978933508887426,0.8241160471441523,0.7732879625691195
21,0.4438535487829822,0.7675606641123882,0.4560244265443831,0.0,0.7979641513609205,0.25793684679128015,-0.0028602643403402572,0.07136939788234545,1.8286611753577195,0.022634947476480538,0.8130363710666122,0.7976111479761114,0.8308755760368663,0.7669076988515525
