epoch,SPD_age,EOD_age,AOD_age,DI_age,DcI_age,SPD_race,EOD_race,AOD_race,DI_race,DcI_race,Accuracy,F1_score,Precision,Recall
1,0.11883593131204884,0.10451764969975863,0.10082623167367322,1.3548836126425878,0.09489715731303161,0.03994167533316895,-0.018450233271215755,0.022466780135289077,1.1025529501797582,0.05886027805201738,0.596094177769666,0.5502946555578134,0.5811158798283261,0.5225781551524508
2,0.10252591024419097,0.08834670856950444,0.08229056558023537,1.4406933387873258,0.08444235320556476,0.06474466876092244,0.013908162950627578,0.027922666026496984,1.2562809805119846,0.048648648648648596,0.6139806534039058,0.5073375262054508,0.6398354876615746,0.42030104206869934
3,0.149702392717168,0.1183820640888939,0.12071879514292212,1.5247589220647253,0.0852266827407695,0.1106742717457731,0.0823894549956165,0.07059953314959481,1.368914239152577,0.10718525225089282,0.6455557583500638,0.5935537881958979,0.6483767718335619,0.5472790428406021
4,0.15664881974610234,0.13171988701199094,0.12657580772191251,1.5252342779722254,0.09449257384472765,0.09775743085560712,0.057789143967328815,0.0521046493837421,1.2963922105728514,0.09555200524257212,0.6557766015696295,0.6133661336613366,0.6541320507214692,0.5773832497105365
5,0.11061741707184591,0.07826945021232012,0.07736603461738734,1.3251556811237444,0.07046863057471464,0.10354022150507664,0.013742956707153198,0.04380324002457235,1.3122641600946756,0.048663723851031015,0.6652673845592262,0.6269324654190399,0.6627956989247312,0.5947510613662679
6,0.13079366090265304,0.10297061189367152,0.0960989093366337,1.416190508357714,0.08051455020901266,0.10934802886213296,0.02765552515760683,0.04857770682938997,1.3462687580634212,0.05575689082798607,0.6780434385836831,0.6368876080691642,0.682399647110719,0.5970667695870321
7,0.14005330651171033,0.08870213442580022,0.10106508664082366,1.4260090135425807,0.059001463652626485,0.1392597913606587,0.04009225116635606,0.0732404884537546,1.4484637348902567,0.047238718395505086,0.682423799963497,0.6503215434083601,0.6784067085953879,0.6244693168660749
8,0.14787341277335875,0.09047926370727877,0.10801166602065033,1.4308045425463851,0.05656125940792145,0.14836837459303176,0.028329566630982073,0.07741497935450829,1.459619421293631,0.03225118624889467,0.681693739733528,0.6572327044025157,0.6696035242290749,0.6453106908529526
9,0.13614425992378087,0.0791907514450867,0.09738552148001138,1.3613059205669569,0.056710300226297305,0.12887464127828224,0.01935996898528125,0.06175726521946641,1.3531660842722157,0.04722217292770792,0.6742106223763461,0.6582423894313613,0.6531155015197568,0.6634504052489386
10,0.13243908402400478,0.07009839684232189,0.09091769001872814,1.3750057001198062,0.047009825926480064,0.113043711335785,-0.025413125746181597,0.06178436811552483,1.3205717187134203,0.01126061083398966,0.6864391312283263,0.6616778259157148,0.6755126658624849,0.6483983018139714
