epoch,Data_selection_execution_time
1,0.022220611572265625
21,85.86663389205933
41,86.47074270248413
61,88.50626349449158
81,88.15504145622253
101,88.81026148796082
121,89.2427933216095
141,93.28058528900146
161,87.70865607261658
181,90.86374139785767
201,94.14499258995056
221,91.44521069526672
241,115.88573932647705
261,109.09185695648193
281,91.40472841262817
