epoch,SPD_gender,EOD_gender,AOD_gender,DI_gender,DcI_gender,SPD_age,EOD_age,AOD_age,DI_age,DcI_age,F1_score,Precision,Recall
1,-0.07728286966960696,-0.04528710664714097,0.07223944424010903,0.8887832092719311,0.20017694744429887,-0.2720303874199231,-0.3414525339043541,0.24074586999064804,0.5857273449324881,0.13992558349306577,0.5682764831701002,0.491241728298949,0.6739652870493992
2,-0.10203559684743457,-0.05683279813376596,0.08836479120760071,0.853807554535189,0.19918082981990237,-0.2626917664655927,-0.34975017844396866,0.23215271725432937,0.5941775615688659,0.15169232768141366,0.580022701475596,0.5044422507403751,0.6822429906542056
3,-0.1129867164257008,-0.053105224125014616,0.08749711178128394,0.8364390739635357,0.19236658486069952,-0.25002706133574754,-0.24666904591958128,0.2898072012249217,0.6060347634627014,0.02233939453670397,0.5937320629089657,0.5207410390656464,0.690520694259012
4,-0.12802273083146298,-0.0385447214766238,0.0855979206638319,0.8130810763439058,0.17537054506589078,-0.23659479831924507,-0.262461337140138,0.277610232402463,0.6191388924090736,0.04332934291034851,0.614687427376249,0.5441267228965233,0.7062750333778371
5,-0.14410459836108358,-0.03618212596577486,0.08712775093103839,0.7908504158901868,0.1685324181248048,-0.23262908257151566,-0.28467761123007373,0.27475120453686974,0.6231167795934636,0.06494568391543043,0.636268221574344,0.5648033126293995,0.7284379172229639
6,-0.14944738765071242,-0.03737863894922688,0.0813255776345084,0.7813101475620189,0.1679138387964485,-0.14726286889520868,-0.18480847014037594,0.21158458302412084,0.7581101394927829,0.015460074553659053,0.6512338425381904,0.5815320041972718,0.7399198931909212
7,-0.16116185604676658,-0.037192919052477236,0.08383923167088617,0.7613999026342835,0.15989883923903836,-0.13344682693537746,-0.18775279562217462,0.19847698590224144,0.7757140730694806,0.0044513334128214455,0.6622232801713879,0.5973802877388877,0.7428571428571429
8,-0.1711108356386033,-0.03439833655205993,0.08516307500345335,0.7466704402321321,0.1525015841157995,-0.12845770067210516,-0.19819176778491554,0.19413999072901744,0.7822736673560612,0.00798594473726244,0.6746382876958029,0.6108705067128627,0.7532710280373832
9,-0.16880252100840332,-0.029439740795257574,0.07607632850159096,0.7482769423558898,0.1504681400693194,-0.0476968343157419,-0.09430763740185588,0.13521434308220703,0.9186280764194338,0.06642221687905747,0.6837053035757139,0.6208324253650033,0.7607476635514019
10,-0.18053525758129335,-0.03652784104384621,0.08123637311162088,0.7304723722249495,0.14897843471163885,0.036006337272807776,0.010914822745657915,0.08432901147084415,1.0621465088234794,0.13024447528557714,0.6935522820574741,0.6330174123870399,0.7668891855807743
11,-0.18815895923586828,-0.0402209062879989,0.07910978153487183,0.7141796695368123,0.1449767667589571,0.051357495005953546,0.00850582916964071,0.06731956491562163,1.0910550098574594,0.1178203878236379,0.705954422935555,0.6522526601765904,0.7692923898531375
12,-0.1914628895036275,-0.04136126409996743,0.07267965686521322,0.7069980829905348,0.14402832926398168,0.057881737042540404,-0.0022008089459909508,0.05301782667343655,1.103823207540509,0.10348987630634177,0.7202564418690667,0.6690334402198809,0.7799732977303071
13,-0.2052390521425962,-0.03246772803077935,0.07857759273520495,0.6860388521605825,0.1258709355524349,0.06453390539357029,-0.009427789674042342,0.04695231679242426,1.1171531673157313,0.09211931477390767,0.7316044174215164,0.6833565136764024,0.7871829105473965
14,-0.20597760843467822,-0.024131351651840438,0.07360589076163393,0.6797723860916136,0.11505636105287131,0.07540764212121509,-0.007821793956697576,0.03647031868871389,1.139649736664662,0.08581419246094824,0.7378981690494105,0.6956727358713644,0.7855807743658211
15,-0.2125991701028238,-0.023833321412123687,0.07528209820326781,0.6672286809039067,0.10800180799537995,0.08308322098778798,0.1022186533428503,0.20082753299340506,1.1560830421681179,0.19684317946502383,0.744756128380086,0.7068841448788679,0.7869158878504673
16,-0.2230609635158411,-0.025176653503141577,0.08240097795459325,0.6514115238421508,0.1003212682145701,0.08730478936440311,0.0998096597668332,0.19447723860676872,1.1653249850924272,0.19143079408772656,0.7501586093135388,0.7147001934235977,0.7893190921228305
17,-0.22892570071506868,-0.02211854952760639,0.08544830279152839,0.6416735429159653,0.09184927209816807,0.09127050511213242,0.09873899595527003,0.18965374203546398,1.1741424306715986,0.18744226913285422,0.7541401273885351,0.7210718635809987,0.7903871829105474
18,-0.2317285609896132,-0.021112148465489367,0.08537915305117007,0.6365588955197001,0.08807401587033947,0.09395695771543289,0.09633000237925282,0.1847736755341498,1.1801917415263834,0.18311195445920303,0.7584621279856942,0.7269833496571988,0.7927903871829105
19,-0.2301888146562973,-0.014995940514418993,0.08063162983039462,0.6369349474360135,0.08284710637851156,0.09677133663317627,0.09418867475612658,0.18002744200928114,1.1865963341049677,0.17891716378464084,0.7626489048289996,0.7328902018709995,0.7949265687583444
20,-0.22737747272822173,-0.009644258557232499,0.07600593913214101,0.6402080459865047,0.08003913332195611,0.09741096820539064,0.09231501308589096,0.17762038328884108,1.1880616296521458,0.1766292644225319,0.7649320687003333,0.7355188562977569,0.7967957276368491
21,-0.21764510151886846,0.00895063238879712,0.0728289589461662,0.64718393576336,0.0661553578710542,0.10764507336082108,0.10061265762550553,0.17576577502691595,1.212008450103688,0.17673779440393944,0.7648277648277648,0.7425194870505406,0.7885180240320427
22,-0.21584568610052718,0.01417274962071724,0.0744294849428195,0.647027757150539,0.060919991897561365,0.11212249436632193,0.10248631929574104,0.1732720741296152,1.2227914434320128,0.17507477567298102,0.7664888773253545,0.7473363774733638,0.786648865153538
