epoch,Data_selection_execution_time
1,0.006522417068481445
21,1.108386754989624
41,1.1556620597839355
61,1.6420409679412842
81,1.6314420700073242
101,1.6403193473815918
121,1.7326993942260742
141,1.647125005722046
