epoch,SPD_gender,EOD_gender,AOD_gender,DI_gender,DcI_gender,SPD_race,EOD_race,AOD_race,DI_race,DcI_race,SPD_age,EOD_age,AOD_age,DI_age,DcI_age,Accuracy,F1_score,Precision,Recall
1,0.012299795055841209,0.19166127989657405,0.1058103077189157,1.1122091123749709,0.08542138310741956,-0.03494487515184633,-0.017197503685900672,0.013916867158592021,0.7298557134083568,0.1942140844844652,-0.12166033963226808,-0.08664361118348851,0.08876084638397516,0.3401501197873853,0.19959847828984856,0.8773096327976211,0.2952015355086372,0.23093093093093092,0.40904255319148936
2,0.017954647021793543,0.1979234001292825,0.10950386806758515,1.5108106932061964,0.003415740660981381,-0.01725733053600957,-0.012249308262476527,0.006527642694814406,0.628800221123359,0.11427591780754826,-0.043536969439859165,-0.007883869847060049,0.014818221661604652,0.31673846777892517,0.10053070935747493,0.928965217681847,0.29227696404793607,0.3905693950177936,0.23351063829787233
3,0.011549158480741738,0.20159987071751778,0.106884810335992,1.6121290173903158,0.09819403262026213,-0.013161119646327622,-0.004291802152969926,0.002668487516269977,0.5166553693245635,0.05326459888622606,-0.024129683270079746,0.01995641566193712,0.013981031402855674,0.3089189273511692,0.027982671818288285,0.9378195061645895,0.2529104777197913,0.5155482815057283,0.1675531914893617
4,0.007856789153541013,0.16952165481577244,0.08903557641450628,1.5578966062506192,0.11777777777777781,-0.01184891282493394,-0.00616336450359839,0.003651117777336652,0.44294671399911545,0.036516796499621806,-0.0188419781761283,0.026004532139501463,0.015416977618369049,0.2878805526661383,0.001175777595546379,0.9401583748204083,0.23231890270038577,0.5982339955849889,0.14414893617021277
5,0.005624772249798663,0.1618455074337427,0.08397786632471209,1.465759895112721,0.1392510431355249,-0.01135039227239847,-0.011616477827371921,0.0063512556664914975,0.3932584753054552,0.03617866709240239,-0.01724443097001055,0.027741589091282354,0.015991133300140965,0.2564973318597979,0.017105961860339552,0.9411273346921046,0.2217314487632509,0.6536458333333334,0.13351063829787235
6,0.0033838959221428044,0.14681641887524238,0.07547481142772643,1.2923460483669906,0.14187395978588457,-0.010891902344341457,-0.010044500097617454,0.005482916531133796,0.38351832731027363,0.03174939195179774,-0.015792205049302024,0.028535108289709524,0.015799041026560705,0.2661233272225133,0.01885396032276207,0.941461458785793,0.21785714285714286,0.6777777777777778,0.12978723404255318
7,0.0035797651835183016,0.14071590174531354,0.07256546599173226,1.3290083476114445,0.13727403156384513,-0.011112010417816884,-0.012313264529854123,0.006794175652493884,0.3506896908487811,0.03155028546332894,-0.015092892916731621,0.03239611215071338,0.017590836159963555,0.26125237662079615,0.027845578815851174,0.9417287580607437,0.21441441441441442,0.7,0.12659574468085105
8,0.004021995689029334,0.14907886231415643,0.07687116987863818,1.3763252139648459,0.14549821987732164,-0.011370141548431235,-0.013666444502790531,0.007526078346253694,0.33560626328539267,0.03232208742879075,-0.014897298548251718,0.03482009616978943,0.01866694200102497,0.2617492258847707,0.031695326818359265,0.9419960573356945,0.21660649819494585,0.7142857142857143,0.1276595744680851
9,0.0029268035165814273,0.13562540400775697,0.06986726077219886,1.265233893506145,0.13296935132378168,-0.012321129327005123,-0.021566726583590823,0.011652786896667123,0.3080511300518874,0.04278858387232301,-0.01526035502842885,0.04144854758351689,0.022085920676961423,0.25912837355883844,0.041479726171669284,0.9422633566106452,0.2223222322232223,0.7222222222222222,0.13138297872340426
10,0.002235258625630355,0.13223173884938594,0.06793465610726858,1.1990839624023628,0.13181624019146032,-0.012127530979044359,-0.016133809975831276,0.00882054318174914,0.3189235228772481,0.035158501440922224,-0.015650878050889244,0.04129852902859038,0.022019408713551156,0.25232625375291895,0.04177046521059033,0.9425640682949648,0.22741573033707868,0.7333333333333333,0.1345744680851064
